Phrase,Intent
I need to leave Saturday this week.,INFORM
What airport does it leave from? What time does it arrive?,REQUEST
Great! That flight will work. Thanks.,SELECT
Great! That flight will work. Thanks.,GOODBYE
I am planning for a trip. Can you get details about oneway flights?,INFORM
"leaving on the 12th and go to London, UK.",INFORM
from Washington and Economy class travel is okay for me,INFORM
When does the flight arrive from which Airport?,REQUEST
Any flights from Seattle?,REQUEST_ALTS
Any flights from Seattle?,INFORM
That is good. Thanks,SELECT
That is good. Thanks,GOODBYE
I am planning a trip in the future. Can you help me find oneway flights to Paris?,INFORM
I am leaving from LAX. I hope to travel Economy.,INFORM
I am planning to leave Thursday next week. I need four tickets.,INFORM
I think that flight might work.,SELECT
"No, I changed my mind. I do not want to buy a ticket.",NEGATE
I am flying out of LA.,INFORM
I need to leave on the 10th of this month.,INFORM
"I am flying to Paris, France with 4 people. I prefer Delta Airlines.",INFORM
What airport does that flight depart from and is the ticket refundable?,REQUEST
"That sounds good. Thanks, that will be all.",SELECT
"That sounds good. Thanks, that will be all.",GOODBYE
I am looking for a one way flight leaving from SD as I have a one way flight.,INFORM
I need to leave Friday next week. I would prefer to fly with United Airlines. I am travelling to Portland.,INFORM
That sounds good to me. That;s all I need.,SELECT
That sounds good to me. That;s all I need.,GOODBYE
I want to take a trip soon. Can you find me a oneway flight to Ciudad de Mexico? I want to sit in economy.,INFORM
I'll be leaving from Washington on the 4th.,INFORM
"Where does the flight depart from, and when does it arrive?",REQUEST
"No, I don't want to buy a ticket. Thank you, that is all I need.",NEGATE
"No, I don't want to buy a ticket. Thank you, that is all I need.",GOODBYE
I want to go on a trip. Can you find me one-way flights? I have four people in my group.,INFORM
I want to leave on the 11th of March from Vegas. I am going to Seattle.,INFORM
"No, I do not want this ticket.",NEGATE
I have a trip coming up. Can you find me one way flights on Air Canada?,INFORM
"I'm leaving from Vancouver, and traveling to Seattle on the 8th.",INFORM
Can you search for a one way flight for the up coming trip I have?,INFORM
"We are 2 people leaving from Vegas traveling to Toronto, Canada, Leaving next Thursday.",INFORM
In which airport does this flight arrive in?,REQUEST
"No, I don't want to purchase a ticket, thank you for the information.",NEGATE
"No, I don't want to purchase a ticket, thank you for the information.",GOODBYE
"I have a trip coming up. Can you discover me oneway flights? There are 3 individuals in my gather. I am traveling to Delhi, India.",INFORM
I am clearing out from Phoenix.,INFORM
I am clearing out on Walk March 1st.,INFORM
When does the forward flight arrive? Is the ticket refundable?,REQUEST
Are there any other accessible flights?,REQUEST_ALTS
No I do not need to purchase a ticket. That's all I need.,NEGATE
No I do not need to purchase a ticket. That's all I need.,GOODBYE
I am departing on the 14th of this month from Paris. I am going to Philadelphia.,INFORM
Is there anything else available? I would prefer Delta Airlines.,REQUEST_ALTS
Is there anything else available? I would prefer Delta Airlines.,INFORM
Which airport does the flight depart from? And where does the flight arrive?,REQUEST
Sounds good!,SELECT
"Nope, thank you!",NEGATE
"Nope, thank you!",THANK_YOU
"I'm going on a trip and would like a one way flight from Atlanta, GA.",INFORM
I head there on the 6th of March.,INFORM
"I'm actually leaving the 2nd, are there any other flights for that day?",REQUEST_ALTS
"I'm actually leaving the 2nd, are there any other flights for that day?",INFORM
No thank you that's all I need.,NEGATE
No thank you that's all I need.,GOODBYE
Can you please find a one way flight leaving from Philly?,INFORM
On the 8th please.,INFORM
"I'm going to Atlanta, GA and I prefer American Airlines.",INFORM
I have to go on a trip to SD. Can you please find me one-way flights for March 10th?,INFORM
I will leave from Delhi.,INFORM
What is the departure airport and at which airport does to flight arrive?,REQUEST
That flight works perfectly.,SELECT
"No, thank you - I do not want to buy a ticket. That's all.",NEGATE
"No, thank you - I do not want to buy a ticket. That's all.",GOODBYE
"Hi, I have an upcoming trip where I will be travelling on the 12th of March. Can you help me find oneway flights?",INFORM
"I'll be departing from Phoenix, AZ and I am going to Atlanta, GA.",INFORM
What airport does the flight depart from and when does the onward flight arrive?,REQUEST
"No, I don't wish to buy it at this time.",NEGATE
There's a trip coming up soon for me. Could you look for oneway flights for me?,INFORM
I an going to Vancouver.,INFORM
I'll leave on March 11th.,INFORM
I'll leave from Las Vegas.,INFORM
"Nah, I don't want to purchase a ticket.",NEGATE
Nah. Thanks for giving me a hand.,NEGATE
Nah. Thanks for giving me a hand.,THANK_YOU
I will be traveling soon. Show me any available one way flights.,INFORM
"I will be leaving on the 11th from Portland. I will be going to Sydney, Australia.",INFORM
Which airport will this flight arrive at? Will my ticket be refundable?,REQUEST
Can you find me another flight? I would like to travel Economy through Delta Airlines.,REQUEST_ALTS
Can you find me another flight? I would like to travel Economy through Delta Airlines.,INFORM
Okay that flight will work for me. I don't need anything else.,SELECT
Okay that flight will work for me. I don't need anything else.,GOODBYE
I need to book a oneway flight in Economy.,INFORM
I am leaving on March 4th from ATL to SF.,INFORM
It's okay for me.,SELECT
It's okay for me.,GOODBYE
"I have a trip coming up, could you find me one way flights?",INFORM
I want to go from Los Angeles to Atlanta on the 7th of March. Airline doesn't matter.,INFORM
That sounds good to me! That's all I need.,SELECT
That sounds good to me! That's all I need.,GOODBYE
Can you help me find oneway flights for an upcoming trip?,INFORM
"I prefer American Airlines. I'm visiting Seattle, WA. I am departing from SD.",INFORM
I'll leave on the 12th of this month.,INFORM
Can you help with finding me oneway flights?,INFORM
"I plan to fly out of Toronto, Canada to Washington on the 3rd of this month.",INFORM
Where does it land?,REQUEST
This one sounds perfect. That will be all.,SELECT
This one sounds perfect. That will be all.,GOODBYE
I need to find round trip flights please.,INFORM
"I am leaving from San Fran and going to Toronto, Ontario. I want to get back on the 5th of this month.",INFORM
I want to leave later today if possible.,INFORM
That one sounds good. Please buy tickets for me. I need economy tickets for 3 people.,SELECT
That one sounds good. Please buy tickets for me. I need economy tickets for 3 people.,INFORM
"Yes, that's right. When does the onward flight get in?",AFFIRM
"Yes, that's right. When does the onward flight get in?",REQUEST
"Thanks, that's perfect. Can you find me some attractions there?",THANK_YOU
I am leaving on March 5th and returning on the 7th of this month. I am leaving from Seattle.,INFORM
I need three tickets in economy.,INFORM
"Yes, what airport are we leaving from?",AFFIRM
"Yes, what airport are we leaving from?",REQUEST
I am searching for a round trip flight for four people,INFORM
I am planning to visit to San Fran.,INFORM
I am leaving on the 4th and will be getting back on 6th of March.,INFORM
I am planning to leave from Seattle.,INFORM
Are there other flights available? There are 3 people and I an planning to travel to SD.,REQUEST_ALTS
Are there other flights available? There are 3 people and I an planning to travel to SD.,INFORM
That sound good to me. Can you please help me in buying the tickets?,SELECT
That sound good to me. Can you please help me in buying the tickets?,INFORM
Yes.That's sound. Is the ticket refundable and does the flight has one stop?,AFFIRM
Yes.That's sound. Is the ticket refundable and does the flight has one stop?,REQUEST
Can you please help me in booking a round flight for me?,INFORM
I am planning to leave on March 3rd and travelling to SF from LA.,INFORM
I am leaving today and will be coming back on March 12th.,INFORM
That flight is good for me.,SELECT
Yes. Please book economy class.,AFFIRM
Yes. Please book economy class.,INFORM
Yes. When does return flight arrive?,AFFIRM
Yes. When does return flight arrive?,REQUEST
Thanks a lot for help. Can you please help me in finding some attractions there?,THANK_YOU
I need a round-trip flight.,INFORM
"I'm leaving from Phoenix, AZ and want to return on the 14th.",INFORM
I want to fly to New York City.,INFORM
"What airport does it depart from, and where does it land?",REQUEST
That sounds good. I'd like to buy an Economy ticket.,SELECT
That sounds good. I'd like to buy an Economy ticket.,INFORM
"Yes, that's good. When does the onward flight arrive?",AFFIRM
"Yes, that's good. When does the onward flight arrive?",REQUEST
Can you get a round trip airline ticket for 4 for me in any class?,INFORM
I'm going from SFO to NYC on want to come back on March 14th.,INFORM
On the 4th.,INFORM
"Great, can you get me tickets?",SELECT
"Great, can you get me tickets?",INFORM
Is it refundable by the way?,REQUEST
What airport am I leaving from and what time am I getting back?,REQUEST
"Thanks, can you find a historical spot for me to visit at my destination that doesn't have an entrance fee?",THANK_YOU
Can you search for round trip flights traveling to SFO?,INFORM
I am leaving on the 9th and coming back on the 11th.,INFORM
Can you help buy the flight tickets? I would like 3 tickets and for us to travel Economy.,INFORM
"Yes, sounds pretty good.",AFFIRM
"Thank you for the help. Could you show me any attractions there, possibly something with a stadium and no entry fee?",THANK_YOU
I'll be back on the 9th of this month,INFORM
I'm headed to Los Angeles,INFORM
I'll be departing from Paris,INFORM
I'm leaving on the 1st of March,INFORM
"How many stops is the flight, and what airport does it leave from?",REQUEST
YEs please.,AFFIRM
Yes that's good. Is the flight refundable? And what time does the departing flight arrive?,AFFIRM
Yes that's good. Is the flight refundable? And what time does the departing flight arrive?,REQUEST
Leaving from LA and going to Chicago.,INFORM
Leaving on the 7th and returning on March 14th.,INFORM
Sounds good. Please book.,SELECT
Sounds good. Please book.,INFORM
Thanks. Can you help me find some nearby attractions for my visit?,THANK_YOU
Can you find round trip flights for me? I'd like to travel Economy leaving from San Fran.,INFORM
I would like to get back on the 12th.,INFORM
I would like to travel to Delhi leaving Friday next week.,INFORM
Do you see other available flights for three people?,REQUEST_ALTS
Do you see other available flights for three people?,INFORM
The flight sounds nice. Can you assist me for buying flight tickets?,SELECT
The flight sounds nice. Can you assist me for buying flight tickets?,INFORM
"Yes, that is great. Will the ticket be refundable?",AFFIRM
"Yes, that is great. Will the ticket be refundable?",REQUEST
Could you look up some round trip flights?,INFORM
I'd like to travel to Ciudad de Mexico from SFO on the 11th of March.,INFORM
There'd be 3 people leaving on next Tuesday. I'd like a flight with United Airlines.,INFORM
"Okay, could you purchase the tickets for me?",SELECT
"Okay, could you purchase the tickets for me?",INFORM
Yes. I'd like that.,AFFIRM
"Thanks, could you find me some things to do there?",THANK_YOU
I'm looking for round trip flights departing on this Sunday. I prefer Delta Airlines.,INFORM
I'm traveling from Atlanta to New York City and I want to return on the 11th.,INFORM
"That flight works, thanks. I need to purchase tickets for the flight.",SELECT
"That flight works, thanks. I need to purchase tickets for the flight.",INFORM
I want premium economy on 13th of march.,INFORM
I am going to atl,INFORM
I will go the 2nd of this month and going from Philadelphia,INFORM
when does the return come back?,REQUEST
Can you find me a round trip flight to San Francisco?,INFORM
On the 10th of March.,INFORM
The 5th of this month from ATL. I'd like an economy ticket.,INFORM
When do these flights arrive?,REQUEST
That sounds good. Can you get me one ticket?,SELECT
That sounds good. Can you get me one ticket?,INFORM
Thanks. Can you look up some attractions there?,THANK_YOU
"I need your help making a flight reservation to attend a convention. Can you help me check on some round-trip flights now, please?",INFORM
Heading out on Saturday this week from Seattle is my plan.,INFORM
I'll be on my way to Chicago and I expect to return on the 7th of this month.,INFORM
Is this a straight flight or are there stops?,REQUEST
What's the airport for the arriving flight?,REQUEST
"I think that flight is a good choice, for a purchase of three tickets, please.",SELECT
"I think that flight is a good choice, for a purchase of three tickets, please.",INFORM
That's totally on point. Let's confirm it. What's the airport for the departure?,AFFIRM
That's totally on point. Let's confirm it. What's the airport for the departure?,REQUEST
"Great. Now, the return flight will arrive when, and can I get money refunded on the tickets if I want?",REQUEST
"Okay, that's fine. You're much appreciated.",THANK_YOU
"I am leaving Atlanta, GA for New York City on the 8th.",INFORM
I am returning on the 14th of March.,INFORM
Is the ticket refundable? When does the return flight arrive?,REQUEST
"Yes, make me a reservation.",AFFIRM
Could you find me some things to do there?,THANK_YOU
Search for round trip flights place.,INFORM
I'm departing New York City on March 9th.,INFORM
I'll be back on the 11th of this month.,INFORM
When will I land at my destination?,REQUEST
"Which airport does the flight arrive at, and when will my return flight arrive?",REQUEST
"Sounds good, can you buy tickets?",SELECT
"Sounds good, can you buy tickets?",INFORM
I need help finding a round trip flight.,INFORM
Departure is the 1st of this month to Mexico City and return is the 12th of March.,INFORM
Departure city is LA.,INFORM
That is good. I want economy for 4.,SELECT
That is good. I want economy for 4.,INFORM
When does it arrive and what airport?,REQUEST
"Thanks, I also need to find a child friendly Museum.",THANK_YOU
I'd like a round trip flight and want to be back by the 13th of march.,INFORM
"Please make sure the ticket is refundable and I'm leaving on the 6th of this month from Atlanta to Seattle, WA.",INFORM
Anything else? I'll be leaving from New York.,REQUEST_ALTS
Anything else? I'll be leaving from New York.,INFORM
Tell me the onward flight arrive time.,REQUEST
"Great, book these tickets please.",SELECT
"Great, book these tickets please.",INFORM
"Correct, where is the departure airport and how many stops?",AFFIRM
"Correct, where is the departure airport and how many stops?",REQUEST
I need to find round trip flights. My return date is the 10th of March.,INFORM
I'm going to Chi-town.,INFORM
I am leaving on the 8th from CDMX.,INFORM
I don't really care for American Airlines. Can you find me something else?,REQUEST_ALTS
I don't really care for American Airlines. Can you find me something else?,INFORM
Sounds good. I want to buy an Economy ticket.,SELECT
Sounds good. I want to buy an Economy ticket.,INFORM
Sounds good. When will the returning flight arrive?,AFFIRM
Sounds good. When will the returning flight arrive?,REQUEST
Is the ticket refundable? How many stops?,REQUEST
Thanks. Can you show me a place of interest with no entry fee?,THANK_YOU
I'm going to travel from Chicago. I want to leave today and return next Wednesday. And it's just for 1 person.,INFORM
I'll be going to Mexico City. And I prefer the ticket to be Economy.,INFORM
I like the sound of that. Can you get me the ticket?,SELECT
I like the sound of that. Can you get me the ticket?,INFORM
Yes. That's what I want.,AFFIRM
"I'm headed to Portland, OR pretty soon. Can you find me an economy round trip flight there?",INFORM
"My one person group will leave on March 3rd and return on March 13th, preferably via United Airlines.",INFORM
From LA.,INFORM
Sounds good. Can you get me a ticket?,SELECT
Sounds good. Can you get me a ticket?,INFORM
"Yes, that's right. What's the departing airport.",AFFIRM
"Yes, that's right. What's the departing airport.",REQUEST
find a round trip flights for four people in group? flight should be United Airlines.,INFORM
I am leaving from san fran and i want to return back on the 7th.,INFORM
i wish to go to sydney and i am leaving on 3rd of this month.,INFORM
When does my return flight arrive and the onward flight arrive?,REQUEST
ok flight sounds good to me. will you help me to buy the flight tickets?,SELECT
ok flight sounds good to me. will you help me to buy the flight tickets?,INFORM
ok that sounds good to me. Is the ticket refundable?,AFFIRM
ok that sounds good to me. Is the ticket refundable?,REQUEST
does the flight have zero stops? which airport does the flight depart from?,REQUEST
thanks a lot. will you find me some attractions over there? i prefer museum .,THANK_YOU
I'm looking for round-trip flights with available Economy class seats.,INFORM
I intend to leave from Los Angeles.,INFORM
I'll be leaving next Thursday for SF.,INFORM
I'd like to return on 13th of this month.,INFORM
What's the estimated arrival time for my return flight?,REQUEST
Please search for other available flights.,REQUEST_ALTS
I'd like to hear more options. Please search for other available flights.,REQUEST_ALTS
That flight works for me. Please go ahead and buy the flight tickets.,SELECT
That flight works for me. Please go ahead and buy the flight tickets.,INFORM
"That is correct. Please find out the destination airport, and whether the flight has zero stops.",AFFIRM
"That is correct. Please find out the destination airport, and whether the flight has zero stops.",REQUEST
I need help searching for round-trip flights.,INFORM
I'd like to go to New York on the 7th of this month.,INFORM
"I'll be leaving from Nairobi, Kenya.",INFORM
"Yes, please help me book the ticket.",AFFIRM
Please find out whether the flight has one stop.,REQUEST
Do you know whether the ticket is refundable.,REQUEST
Thank you very much. You've been very helpful. Could you suggest place of interest attractions without an entry fee?,THANK_YOU
I'm leaving from SFO.,INFORM
"I'm traveling to Delhi, India and returning on the 12th of March.",INFORM
What time do I arrive in Delhi? Does the flight have one stop?,REQUEST
I need to look for round trip flights.,INFORM
I'm going to leave from NY on March 8th and return on the 11th of March.,INFORM
I'm planning to go to SFO.,INFORM
That can work for me. Can you get me a ticket?,SELECT
That can work for me. Can you get me a ticket?,INFORM
Everything is correct. What's the arrival time for the departure flight? And is it a zero stops flight?,AFFIRM
Everything is correct. What's the arrival time for the departure flight? And is it a zero stops flight?,REQUEST
Hello! Can you review round trip flights for me?,INFORM
"I'm leaving Atlanta, GA on the 9th to visit London, UK.",INFORM
I will be departing on the 7th of this month.,INFORM
What other options are available?,REQUEST_ALTS
What time is the onward flight expected?,REQUEST
I'd like to purchase 3 Economy tickets on that flight.,SELECT
I'd like to purchase 3 Economy tickets on that flight.,INFORM
That is correct. Can you tell me which airport I will arrive in London at?,AFFIRM
That is correct. Can you tell me which airport I will arrive in London at?,REQUEST
Thank you. Can you advise me on a Historical Landmark to visit while I am there?,THANK_YOU
Can you find a round trip economy flight for me? I plan to leave on March 1st and will return March 10th.,INFORM
I will be departing from Chi-town.,INFORM
I am heading to NY. I prefer American Airlines and I just need one ticket .,INFORM
That sounds prefect. Please purchase a ticket for me.,SELECT
That sounds prefect. Please purchase a ticket for me.,INFORM
Yes it is,AFFIRM
Thank you. Can you find some attrctions or events there?,THANK_YOU
I will be back march 14th and am leaving san fran,INFORM
"I am going march 7th and going to seattle, wa",INFORM
I love economy,AFFIRM
I love economy,INFORM
1 person in group,NEGATE
1 person in group,INFORM
I would like to travel to NY and get back on the 13th. I will leave from Seattle.,INFORM
I will leave on the 9th.,INFORM
That flight sounds great. Would you help purchase the tickets? I have four in my group.,SELECT
That flight sounds great. Would you help purchase the tickets? I have four in my group.,INFORM
I will be leaving on the 5th of this month. I am going to ATL and leaving from SF. I would prefer Delta Airlines.,INFORM
I would like to get back on the 11th of March.,INFORM
That flight sounds pretty good. Can you help me buy the tickets for the flight?,SELECT
That flight sounds pretty good. Can you help me buy the tickets for the flight?,INFORM
"Yes, sounds good. Which airport will the flight arrive?",AFFIRM
"Yes, sounds good. Which airport will the flight arrive?",REQUEST
Thank you for the help. Can you show me any attractions there?,THANK_YOU
"I want to travel to Atlanta, GA on March 1st and return on the 5th.",INFORM
I'll be leaving from London.,INFORM
Wonderful. Now can you suggest something to do there?,THANK_YOU
I need to look for some round trip flights.,INFORM
I'm going to depart from SFO.,INFORM
I'll be departing on March 1st and returning on March 10th.,INFORM
What's the departure and arrival airports?,REQUEST
I like that one. Can you book me tickets?,SELECT
I like that one. Can you book me tickets?,INFORM
"Yes, that's what I want.",AFFIRM
What time does that onward flight arrive? And what airport am I leaving from?,REQUEST
Thanks for that. Are there any attractions there I can go to?,THANK_YOU
Please look for some flights that are round trip. I am going to Los Angeles and leaving on the 4th of March.,INFORM
I would like to come back on the 8th.,INFORM
"I would like Delta Airlines and I'll be leaving from Portland, OR.",INFORM
When will my flight arrive on the return one?,REQUEST
That sounds like a nice flight for me. Would you mind getting me some tickets? I would like to go in Economy class and need 3 tickets.,SELECT
That sounds like a nice flight for me. Would you mind getting me some tickets? I would like to go in Economy class and need 3 tickets.,INFORM
I need round trip plane tickets.,INFORM
I am going from Ciudad de Mexico to New York.,INFORM
I am departing on March 2nd and will return on the 11th of this month.,INFORM
What time will I be back and what airport does that fly into?,REQUEST
"I want to travel in Premium Economy on Delta Airlines out of Nairobi, Kenya.",INFORM
"Yes, I want to order a ticket.",AFFIRM
"Can you find me round trip flights from Portland, OR on the 11th of March on Delta Airlines?",INFORM
Going to CDMX.,INFORM
There will be 2 leaving Sunday this week.,INFORM
From which airport is the return flight and what's its arrival time?,REQUEST
I need to book it.,SELECT
I need to book it.,INFORM
I need a round trip flight?,INFORM
"I would like to travel premium economy class on a flight from Vegas to Phoenix, AZ on the 6th of this month.",INFORM
What airport does the flight leave from and at what time does the onward flight land?,REQUEST
That would be suitable. Go ahead and order tickets for 4.,SELECT
That would be suitable. Go ahead and order tickets for 4.,INFORM
There are three people traveling in my group,NEGATE
There are three people traveling in my group,INFORM
"Yes, that would be great. Would I be able to get a refund on the ticket if necessary? When does the return flight arrive?",AFFIRM
"Yes, that would be great. Would I be able to get a refund on the ticket if necessary? When does the return flight arrive?",REQUEST
"Ok, thanks then. What fun places can I visit when I get there.",THANK_YOU
I'd like to go the day after tomorrow and come back the 13th of this month from Los Angeles.,INFORM
What time is the return?,REQUEST
I think that's perfect.,SELECT
I'd like to purchase an economy ticket.,INFORM
Sounds good. Can that ticket be refunded if necessary and what airport does it fly into?,AFFIRM
Sounds good. Can that ticket be refunded if necessary and what airport does it fly into?,REQUEST
I'd like to fond round trip flights.,INFORM
I'd like to leave from SD on the 2nd of this month and am looking to return on March 11th.,INFORM
I want to go to SF.,INFORM
Yes please go ahead and make the booking.,AFFIRM
That's great. When does the flight arrive at the destination and which airport does it fly to?,AFFIRM
That's great. When does the flight arrive at the destination and which airport does it fly to?,REQUEST
I'm looking for a round trip flight on Delta Airlines.,INFORM
LAX.,INFORM
I'm leaving from NY from the 3rd of this month until March 13th.,INFORM
I would like to purchase tickets for that flight.,SELECT
I would like to purchase tickets for that flight.,INFORM
Permission Granted.,AFFIRM
Great. What are some attractions in the area?,THANK_YOU
I want to search round trip flights.,INFORM
I would like to the flight from ATL.,INFORM
"I will be leaving to Toronto, Canada on the 1st. I will return on March 7th.",INFORM
Which airport will you be taking the flight from?,REQUEST
When will the onward flight reach the destination?,REQUEST
Can you look for any other available flight?,REQUEST_ALTS
Okay. That sounds great.,SELECT
"Yes, Please book two economy tickets for the flight.",AFFIRM
"Yes, Please book two economy tickets for the flight.",INFORM
Can you tell me departure time for the onward flight?,REQUEST
Thank you! Can you find me some child friendly museum without any entry fee?,THANK_YOU
Get me a prime ticket for one to Las Vegas. I feel lucky.,INFORM
"I'll leave on the 1st from Portland and have to get back to Work next Wednesday, unless I win the big jackpot.",INFORM
"Fine, just do that.",SELECT
"Fine, just do that.",INFORM
Right o. When do I land in Vegas?,AFFIRM
Right o. When do I land in Vegas?,REQUEST
"Fine, is there an Amusement Park I can dump my kids in while I gamble?",THANK_YOU
I'd like a round trip flight and I'm leaving march 3rd.,INFORM
"Phoenix, AZ",INFORM
Ciudad de Mexico,INFORM
"Great, please purchase the ticket for one person.",SELECT
"Great, please purchase the ticket for one person.",INFORM
I'm looking to get a round trip flight coming up.,INFORM
"I would like to depart on the 2nd of March and fly out to Seattle, WA. I would like to get back home on the 10th of March.",INFORM
I'm going to fly out of Toronto.,INFORM
That should work out fine for me. Can we go ahead and grab a ticket?,SELECT
That should work out fine for me. Can we go ahead and grab a ticket?,INFORM
"Yep, that sounds perfect for me.",AFFIRM
What airport am I arriving at in Seattle?,REQUEST
What times are my flights going to arrive? Both leaving and returning.,REQUEST
Great. Thanks for your assistance. I want to do something fun while I'm there. Is there anything you'd recommend?,THANK_YOU
"I'm departing on next Tuesday from Seattle, WA and returning on the 9th of this month.",INFORM
"I'm traveling to Toronto, Ontario.",INFORM
"Yes, I'd like to purchase an economy ticket.",AFFIRM
"Yes, I'd like to purchase an economy ticket.",INFORM
"Thank you. I'm also looking for a wildlife spot attraction there, can you help?",THANK_YOU
I'm leaving from CDMX this Saturday and want to return on the 14th of this month.,INFORM
I'm going to Portland.,INFORM
That would work for me. Please go ahead and buy an economy class ticket.,SELECT
That would work for me. Please go ahead and buy an economy class ticket.,INFORM
that's great. Is the ticket refundable and where will the flight be leaving from?,AFFIRM
that's great. Is the ticket refundable and where will the flight be leaving from?,REQUEST
I will leave from ATL. I want to leave on 5th of March and return on the 12th.,INFORM
I want to go to NY.,INFORM
That sounds good. Would you purchase the tickets? I need one economy ticket.,SELECT
That sounds good. Would you purchase the tickets? I need one economy ticket.,INFORM
Thank you for helping. Would you show me some attractions in New York?,THANK_YOU
I need to search round trip flights on the 7th.,INFORM
I will be returning on the 9th of this month.,INFORM
"I will leaving from NY going to Seattle, WA.",INFORM
Will I be able to refund the ticket if necessary?,REQUEST
Is there any others? I would like to return on March 12th.,REQUEST_ALTS
Is there any others? I would like to return on March 12th.,INFORM
"Yes I would, but want only tickets that are refundable as my plans may change. I need 2 tickets.",AFFIRM
"Yes I would, but want only tickets that are refundable as my plans may change. I need 2 tickets.",INFORM
When does the flight arrive at my onward destination.,REQUEST
Thanks. What attractions are there?,THANK_YOU
"I'm leaving from NYC on March 4th going to Portland, OR.",INFORM
I'd like to come back on the 7th.,INFORM
What time will the onward flight be arriving?,REQUEST
That flight sounds like a match to me.,SELECT
"Yes, I'd love to.",AFFIRM
"That is correct. Is the ticket refundable, What time will the return flight be arriving?",AFFIRM
"That is correct. Is the ticket refundable, What time will the return flight be arriving?",REQUEST
I'm leaving Sunday this week from Philadelphia and returning 9th of this month.,INFORM
Great. Will you buy tickets?,SELECT
Great. Will you buy tickets?,INFORM
How many stops? What's the arrival time of return flight?,REQUEST
Thanks. Will you find attractions?,THANK_YOU
"I will be traveling soon, are there some round trips available?",INFORM
I want something in Seattle on the 4th of this month and returning the 11th of March.,INFORM
"Sounds great, can you book a ticket for me?",SELECT
"Sounds great, can you book a ticket for me?",INFORM
That is correct. From which airport does the flight leaves and at what hour does it arrive?,AFFIRM
That is correct. From which airport does the flight leaves and at what hour does it arrive?,REQUEST
"Thanks a lot. I would also like to go visit something in there. I'm trying to save money so look for something free, maybe a park.",THANK_YOU
Will you fine round trip flights?,INFORM
Will you find flights for three to CDMX that leaves tomorrow and return on March 12th.,INFORM
Los Angeles.,INFORM
Will you find flights for 4?,REQUEST_ALTS
Will you find flights for 4?,INFORM
What's the return flight's arrival time? Does it have zero stops?,REQUEST
Yes in Economy.,AFFIRM
Yes in Economy.,INFORM
Can you find a round trip flight for 2 people?,INFORM
I will return on the 14th of this month.,INFORM
I am leaving on March 7th.,INFORM
"I'm leaving from Seattle, WA and traveling to San Francisco.",INFORM
Can you purchase economy tickets?,SELECT
Can you purchase economy tickets?,INFORM
Can you find some attractions in that area?,THANK_YOU
Please help me find a round trip flights on the 4th.,INFORM
From LAX.,INFORM
I want to go to Sydney until March 13th.,INFORM
Yes. When does my return flight arrive?,AFFIRM
Yes. When does my return flight arrive?,REQUEST
Can you help me get 3 round trip tickets to travel to Vegas on the 1st?,INFORM
I'm leaving from New York and need to get back next Tuesday for work.,INFORM
"Yeah, can you get me economy tickets?",SELECT
"Yeah, can you get me economy tickets?",INFORM
"Yeah, that's all right - is it refundable?",AFFIRM
"Yeah, that's all right - is it refundable?",REQUEST
"I want you to find me a round trip flight. I want to depart on the 4th, and I will leave from LAX to arrive to ATL.",INFORM
I want to return on 14th of this month.,INFORM
Is there some other flight you can suggest? I need tickets for three people.,REQUEST_ALTS
Is there some other flight you can suggest? I need tickets for three people.,INFORM
This flight seems as a good choice to me. Can you book me tickets for this flight? I want the tickets to be Economy ones.,SELECT
This flight seems as a good choice to me. Can you book me tickets for this flight? I want the tickets to be Economy ones.,INFORM
On the 6th of March.,INFORM
I'm going from Phoenix to LAX on the 14th of March.,INFORM
Can I get my money back if I change my mind? And what airport does it leave from?,REQUEST
"Yes, please get me tickets.",AFFIRM
"Yup, sounds good to me. When do the flights arrive?",AFFIRM
"Yup, sounds good to me. When do the flights arrive?",REQUEST
"Thanks, what is there to do at my destination?",THANK_YOU
Can you find me a round trip flight leaving from los angeles,INFORM
"I am traveling to portland, or and return on march 14th",INFORM
i will leave on 9th of march,INFORM
what airport does it arrive and when does it arrive,REQUEST
"perfect, please purchase 3 tickets for me",SELECT
"perfect, please purchase 3 tickets for me",INFORM
"perfect, when does the flight arrive and as well as my return flight",AFFIRM
"perfect, when does the flight arrive and as well as my return flight",REQUEST
"thank you, can you also find me some attractions",THANK_YOU
I want to search round trip flights for my short trip and I need your help to find the good one.,INFORM
I want to find a flight from ATL on the 1st and the returning date is 4th of March.,INFORM
"Please search for the flight to London, UK.",INFORM
Any other flights in your list?,REQUEST_ALTS
This looks comfortable to me.,SELECT
Yes. I want to book 4 tickets under Economy class.,AFFIRM
Yes. I want to book 4 tickets under Economy class.,INFORM
"I want to leave on March 4th. There are four people in my group and I'm going to Sydney, NSW.",INFORM
I would like to get back on the 9th and will leave from SF.,INFORM
"Yes,I would like to book the tickets.",AFFIRM
Find me round trip flights from San Fran. I want the return flight to be the 13th of this month.,INFORM
I am going to Chi-town on the 1st of this month.,INFORM
That flight will be good. Can you book 4 tickets for me?,SELECT
That flight will be good. Can you book 4 tickets for me?,INFORM
"No, it isn't. There are two people in my group.",NEGATE
"No, it isn't. There are two people in my group.",INFORM
Could you help me find a round-trip flight for one leaving from SF? I'd like to return on 10th of March.,INFORM
"I'm going to Sydney, Australia and I'd like to leave the day after tomorrow.",INFORM
That should work for me.,SELECT
Could you help me book the ticket?,INFORM
