Input.hotel_name,Input.hotel_address,Input.r-slot0,Input.r-slot1,Input.r-slot2,Input.r-slot3,Answer.response
Royal Lahaina Resort,"2780 Kekaa Drive, Lahaina, Hawaii 96761, United States",has_balcony_in_rooms,has_luxury_bedding,has_kitchen_in_room,has_refrigerator_in_rooms,The Royal Lahaina Resort lets you explore the view with in room balconies. They spare no expense keeping their guests wrapped up in luxurious bedding and you will appreciate that your room comes complete with refrigerator and kitchen for those nights you feel like staying in. We don't blame you.
Royal Lahaina Resort,"2780 Kekaa Drive, Lahaina, Hawaii 96761, United States",has_balcony_in_rooms,has_luxury_bedding,has_kitchen_in_room,has_refrigerator_in_rooms,Royal Lahaina Resort on Kekaa Drive would be a good choice.  The furnishings include kitchens and refridgerators.  The rooms also have balconies and luxury bedding.
Royal Lahaina Resort,"2780 Kekaa Drive, Lahaina, Hawaii 96761, United States",has_balcony_in_rooms,has_luxury_bedding,has_kitchen_in_room,has_refrigerator_in_rooms,"A great choice would be the Royal Lahaina Resort. Its luxurious rooms feature a balconies with stunning ocean views. Each room also features a king-sized bed with luxurious bedding, as well as an in room kitchen featuring a full-size stainless steel fridge."
Royal Sonesta New Orleans,"300 Bourbon Street, New Orleans, LA 70130, USA",has_balcony_in_rooms,has_safe_in_room,has_rooms_upgraded,has_whirlpool_tub,The Royal Sonesta New Orleans might work for you. They have a whirlpool tub and upgrade-able rooms. The rooms have a safe and even a balcony.
Royal Sonesta New Orleans,"300 Bourbon Street, New Orleans, LA 70130, USA",has_balcony_in_rooms,has_safe_in_room,has_rooms_upgraded,has_whirlpool_tub,"The Royal Sonesta New Orleans' recently upgraded property comes equipped with a safe for all your personal belongings, a balcony from which to enjoy the heady view and a whirlpool tub in which to relax the day's cares away."
Royal Sonesta New Orleans,"300 Bourbon Street, New Orleans, LA 70130, USA",has_balcony_in_rooms,has_safe_in_room,has_rooms_upgraded,has_whirlpool_tub,You might want to consider the Royal Sonesta New Orleans on Bourbon.  Rooms are upgraded and have whirlpool tubs and safes.  There are even balconies to enjoy a relaxing day.
Sam's Town Hotel & Gambling Hall,"5111 Boulder Hwy, Las Vegas, NV 89122, USA",has_coffee_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,has_wet_bar_in_rooms,"If you're looking for a place to stay in Vegas, how does Sam's Town Hotel & Gambling Hall sound to you? It's a good place to host up a kickback, with the wet-bar in the room and a whirlpool tub. Then in the morning, the room has a coffee machine and mini fridge when you need to get yourself going. Give it a shot. I'm willing to bet that you'd dig it."
Sam's Town Hotel & Gambling Hall,"5111 Boulder Hwy, Las Vegas, NV 89122, USA",has_coffee_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,has_wet_bar_in_rooms,"Why not try Sam's Town Hotel & Gambling Hall? The rooms there have coffee, a mini fridge, a wet bar and even a whirlpool tub."
Sam's Town Hotel & Gambling Hall,"5111 Boulder Hwy, Las Vegas, NV 89122, USA",has_coffee_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,has_wet_bar_in_rooms,"Sam's Town Hotel & Gambling Hall is not just a gambling destination it also gives you reasons to stay in with whirlpool tubs, wet bars , mini fridges and coffee makers in each room."
Seaport Hotel & World Trade Center,"1 Seaport Ln, Boston, MA 02210, USA",has_coffee_in_rooms,has_minifridge_in_rooms,is_airy,has_terrace_in_rooms,Seaport Hotel & World Trade Center is an airy oasis from which you can enjoy the view from your own in room terrace as features such useful amenities as a coffee maker and mini fridge.
Seaport Hotel & World Trade Center,"1 Seaport Ln, Boston, MA 02210, USA",has_coffee_in_rooms,has_minifridge_in_rooms,is_airy,has_terrace_in_rooms,You might like the Seaport Hotel and World Trade Center on Seaport Lane.  The rooms are airy and open to a terrace.  Each room is equipped with a minifridge and complimentary coffee.
Seaport Hotel & World Trade Center,"1 Seaport Ln, Boston, MA 02210, USA",has_coffee_in_rooms,has_minifridge_in_rooms,is_airy,has_terrace_in_rooms,"The Seaport Hotel & World Trade Center could work for you. It's an airy hotel and the rooms have coffee, a mini fridge, and even a terrace!"
"Seminole Hard Rock Hotel & Casino - Hollywood, FL","1 Seminole Way, Fort Lauderdale, FL 33314, USA",has_designer_toiletries,has_coffee_in_rooms,has_mini_bar_in_room,has_room_service,"A perfect choice would be the Seminole Hard Rock Hotel & Casino in Hollywood, Florida. It has spacious rooms equipped with a mini-bar, state of the art coffee maker and a luxurious bathroom featuring designer toiletries. The hotel also provides extensive room service."
"Seminole Hard Rock Hotel & Casino - Hollywood, FL","1 Seminole Way, Fort Lauderdale, FL 33314, USA",has_designer_toiletries,has_coffee_in_rooms,has_mini_bar_in_room,has_room_service,"I'd recommend the Seminole Hard Rock Hotel and Casino. It's located in Fort Lauderdale, and its rooms are fully stocked with amenities, plus room service is available."
"Seminole Hard Rock Hotel & Casino - Hollywood, FL","1 Seminole Way, Fort Lauderdale, FL 33314, USA",has_designer_toiletries,has_coffee_in_rooms,has_mini_bar_in_room,has_room_service,"There's the Seminole Hard Rock Hotel & Casino - Hollywood, FL. The rooms have coffee, a mini bar, and designer toiletries. They also offer room service."
"Sheraton At The Falls Hotel, Niagara Falls, NY","300 3rd St, Niagara Falls, New York 14303, United States",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"Rooms at the Sheraton At The Falls Hotel in Niagara Falls have all the comforts of home. Each room has a desk, microwave, and minifridge, with coffee anytime you like."
"Sheraton At The Falls Hotel, Niagara Falls, NY","300 3rd St, Niagara Falls, New York 14303, United States",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"You might like the Sheraton At The Falls Hotel for your stay.  The rooms there are equipped with a microwave, minifridge and desk.  There is even complimentary coffee in every room."
"Sheraton At The Falls Hotel, Niagara Falls, NY","300 3rd St, Niagara Falls, New York 14303, United States",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"The Sheraton At The Falls Hotel has guest comfort in mind and every room comes equipped with writing desk, microwave, mini fridge and coffee maker."
Sheraton Maui Resort & Spa,"2605 Kaanapali Parkway, Lahaina, HI 96761, USA",has_coffee_in_rooms,has_balcony_in_rooms,has_desk_in_rooms,has_rooms_upgraded,The Sheraton Maui Resort & Spa does not want you to miss the view and each upgraded room features a balcony complete with writing desk and personal coffee maker.
Sheraton Maui Resort & Spa,"2605 Kaanapali Parkway, Lahaina, HI 96761, USA",has_coffee_in_rooms,has_balcony_in_rooms,has_desk_in_rooms,has_rooms_upgraded,"There's the Sheraton Maui Resort and Spa, which could be an excellent option. It's on the Kannapali Parkway with balcony rooms, so there's probably great views. The rooms were recently upgraded and include coffee and a desk for your convenience."
Sheraton Maui Resort & Spa,"2605 Kaanapali Parkway, Lahaina, HI 96761, USA",has_coffee_in_rooms,has_balcony_in_rooms,has_desk_in_rooms,has_rooms_upgraded,You could stay at the Sheraton Maui Resort Spa on Kaanapali Parkway.  The rooms have been upgraded and includ balconies and desks.  There is free coffee available in the rooms.
Sheraton Philadelphia University City Hotel,"3549 Chestnut St, Philadelphia, PA 19104, USA",has_coffee_in_rooms,has_desk_in_rooms,has_minifridge_in_rooms,has_microwave_in_rooms,"The Sheraton Philadelphia University City Hotel sounds like a great choice for you. The rooms feature coffee makers and mini fridges. There's even a microwave, in case you want a snack."
Sheraton Philadelphia University City Hotel,"3549 Chestnut St, Philadelphia, PA 19104, USA",has_coffee_in_rooms,has_desk_in_rooms,has_minifridge_in_rooms,has_microwave_in_rooms,"There's the Sheraton Philadelphia University City Hotel on Chestnut Street. The rooms have many amenities like coffee, a desk, a mini fridge and a microwave."
Sheraton Philadelphia University City Hotel,"3549 Chestnut St, Philadelphia, PA 19104, USA",has_coffee_in_rooms,has_desk_in_rooms,has_minifridge_in_rooms,has_microwave_in_rooms,You might like Sheraton Philadelphia University City Hotel on Chestnut Street.  The rooms feature a minifridge and microwave.  There is also a desk and complimentary coffee.
Sheraton Princess Kaiulani,"120 Kaiulani Ave, Honolulu, HI 96815, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,is_airy,"A good choice is the Sheraton Princess Kaiulani. It's an airy hotel with rooms that have coffee, a mini fridge and a balcony."
Sheraton Princess Kaiulani,"120 Kaiulani Ave, Honolulu, HI 96815, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,is_airy,The Sheraton Princess Kaiulani wouldn't cheat you out of an island view and each airy room comes replete with a balcony. You will also be pleased to discover your own personal mini fridge and coffee maker in each room.
Sheraton Princess Kaiulani,"120 Kaiulani Ave, Honolulu, HI 96815, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,is_airy,The Sheraton Princess Kaiulani in Honolulu has rooms you are looking for I believe. There is a balcony where you can stand and enjoy the evening air and sip a  drink. They have a minifridge in the room where you can keep your wine or beverages cool. Plus they provide coffee for the morning.  The rooms are airy and comfortable.
Sheraton Suites Key West,"2001 S Roosevelt Blvd, Key West, FL 33040, USA",has_balcony_in_rooms,has_kitchenette_in_rooms,has_terrace,has_terrace_in_rooms,"The Sheraton Suites Key West entrances you with in room terraces and balconies and if that weren't enough, each room comes equipped with a kitchenette for all your personal vacation needs."
Sheraton Suites Key West,"2001 S Roosevelt Blvd, Key West, FL 33040, USA",has_balcony_in_rooms,has_kitchenette_in_rooms,has_terrace,has_terrace_in_rooms,"The Sheraton Suites Key West at 2001 S Roosevelt Blvd has beautiful rooms. Every room has of course the basic amenities to make you feel right at home, including a kitchenette! And to enjoy that wonderful Florida weather, the rooms also come with a balcony and terrace!"
Sheraton Suites Key West,"2001 S Roosevelt Blvd, Key West, FL 33040, USA",has_balcony_in_rooms,has_kitchenette_in_rooms,has_terrace,has_terrace_in_rooms,"You should definitely check out the Sheraton Suites Key West. The rooms have terraces to hang out on in the evening when it isn't so hot, and there's a kitchenette if you want to cook food instead of eating out."
Sheraton Vistana Villages Resort Villas,"12401 International Drive, Orlando, FL 32821, USA",has_cable_or_satellite_tv_service_in_rooms,has_balcony_in_rooms,has_kitchenette_in_rooms,has_kitchen_in_room,"The Sheraton Vistana Villages Resort Villas offer each guest the practical amenities of cable and satellite television, kitchen and kitchenette facilities and the luxury of your own personal balcony."
Sheraton Vistana Villages Resort Villas,"12401 International Drive, Orlando, FL 32821, USA",has_cable_or_satellite_tv_service_in_rooms,has_balcony_in_rooms,has_kitchenette_in_rooms,has_kitchen_in_room,"At the Sheraton Vistana Villages Resort Villas, you can choose a room with a kitchenette or a full kitchen. You can also enjoy fresh air on the balcony, or catch up on your favorite shows through their cable or satellite service."
Sheraton Vistana Villages Resort Villas,"12401 International Drive, Orlando, FL 32821, USA",has_cable_or_satellite_tv_service_in_rooms,has_balcony_in_rooms,has_kitchenette_in_rooms,has_kitchen_in_room,"Sheraton Vistana Villages Resort Villas sounds like it'd be a great choice for you. The rooms have a kitchen, so you can cook a meal. Cable TV service is hooked up to the room, and there's a balcony as well."
Shutters on the Beach,"1 Pico Boulevard, Santa Monica, CA 90405, USA",has_floor_to_ceiling_windows_in_rooms,has_balcony_in_rooms,has_fireplace,has_bathroom_marble_in_rooms,We highly recommend Shutters on the Beach. It features spacious rooms with floor to ceiling windows and a balcony with breathtaking views. Each room also comes with a fire place and a luxurious bathroom featuring marble floors and spa tubs.
Shutters on the Beach,"1 Pico Boulevard, Santa Monica, CA 90405, USA",has_floor_to_ceiling_windows_in_rooms,has_balcony_in_rooms,has_fireplace,has_bathroom_marble_in_rooms,Shutters on the Beach on Pico Boulevard sounds nice.  There are ceiling to floor windows and balconies.  This place also features a fireplace and marble flooring in the bathroom.
Shutters on the Beach,"1 Pico Boulevard, Santa Monica, CA 90405, USA",has_floor_to_ceiling_windows_in_rooms,has_balcony_in_rooms,has_fireplace,has_bathroom_marble_in_rooms,"The Shutters on the Beach might be a good choice for you. It has a fireplace as well as rooms with floor to ceiling windows, a balcony, and marble in the bathrooms."
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills","465 S La Cienega Blvd, Los Angeles, CA 90048, USA",has_kitchen_in_room,has_terrace,has_shower_rainfall_in_rooms,has_terrace_in_rooms,"A very nice option would be the SLS Hotel, on La Cienega Boulevard. The rooms are luxurious; they have terraces and shower rainfalls for relaxation and a kitchen for convenience."
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills","465 S La Cienega Blvd, Los Angeles, CA 90048, USA",has_kitchen_in_room,has_terrace,has_shower_rainfall_in_rooms,has_terrace_in_rooms,"It would be fantastic to be in SLS hotel, a luxury collection Hotel in beverly Hills It is equipped with terrace , soothing soothing rainfall in rooms. It has kitchen too. Located at 465 La Cienega blvd, Los angeles CA 90048."
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills","465 S La Cienega Blvd, Los Angeles, CA 90048, USA",has_kitchen_in_room,has_terrace,has_shower_rainfall_in_rooms,has_terrace_in_rooms,"The SLS Hotel offers guests a convenient getaway in the heart of Tinsel Town. Each room features a terrace, an in room kitchen and a luxurious rainfall shower."
Sofitel New York,"45 West 44th Street, New York, NY 10036, USA",has_en_suite_bathroom,has_coffee_in_rooms,has_minifridge_in_rooms,has_mini_bar_in_room,"The Sofitel is one of New York's more well known properties . It does not fail to please its out of town guests and your room will come complete with a coffee maker, mini bar, en suit bathroom and mini fridge."
Sofitel New York,"45 West 44th Street, New York, NY 10036, USA",has_en_suite_bathroom,has_coffee_in_rooms,has_minifridge_in_rooms,has_mini_bar_in_room,"A nice place to stay would be the Sofitel New York. Besides en suite bathrooms, you'll find a mini fridge and coffee in your room for extra convenience."
Sofitel New York,"45 West 44th Street, New York, NY 10036, USA",has_en_suite_bathroom,has_coffee_in_rooms,has_minifridge_in_rooms,has_mini_bar_in_room,You might like staying at the Sofitel New York on 44th Street.  It has an en suite bathroom and a stocked minibar and a minifridge and coffee in the room.
The Adolphus Hotel,"1321 Commerce Street, Dallas, TX 75202, USA",has_coffee_in_rooms,has_desk_in_rooms,has_terrace,has_terrace_in_rooms,"The Adolphus Hotel is a perfect choice. Its room have beautiful terrace overlooking the city. Rooms also come with a variety of update appliances, including a coffee making and a technology workstation, featuring a computer, desk and printer."
The Adolphus Hotel,"1321 Commerce Street, Dallas, TX 75202, USA",has_coffee_in_rooms,has_desk_in_rooms,has_terrace,has_terrace_in_rooms,"The Adolphus Hotel offers what you're looking for. Each room has a desk for finishing up some last minute work on, as well as coffee to keep you going. There's also a terrace available attached to each room, if you're looking to relax."
The Adolphus Hotel,"1321 Commerce Street, Dallas, TX 75202, USA",has_coffee_in_rooms,has_desk_in_rooms,has_terrace,has_terrace_in_rooms,The Adolphus Hotel boasts a view inspiring terrace in each of each rooms as well as writing desks and in room coffee facilities.
The Anabella Hotel,"1030 W Katella Ave, Anaheim, CA 92802, United States",has_bunk_beds_in_rooms,has_coffee_in_rooms,has_hardwood_floor_rooms,has_minifridge_in_rooms,"The Anabella Hotel is a funky and fun retreat that houses guests in bunk beds. Your room will be a modern delight with hardwood floors, coffee makers and mini fridges."
The Anabella Hotel,"1030 W Katella Ave, Anaheim, CA 92802, United States",has_bunk_beds_in_rooms,has_coffee_in_rooms,has_hardwood_floor_rooms,has_minifridge_in_rooms,A good hotel would be The Anabella Hotel. The rooms all have hardwood floors and both minifidges and coffeemakers. There are also bunk beds.
The Anabella Hotel,"1030 W Katella Ave, Anaheim, CA 92802, United States",has_bunk_beds_in_rooms,has_coffee_in_rooms,has_hardwood_floor_rooms,has_minifridge_in_rooms,The Anabella Hotel sounds like a great choice. The rooms have hardwood floors paired with bunk beds for a fun experience. You'll find a mini-fridge and coffee available in your room.
The Atlantic Hotel & Spa,"601 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304, USA",has_bathroom_marble_in_rooms,has_balcony_in_rooms,has_minifridge_in_rooms,has_microwave_in_rooms,"One great option is the Atlantic Hotel & Spa right on Fort Lauderdale Beach Boulevard. You've got a balcony right in the room, as well as a microwave and mini fridge for convenience. The bathroom looks luxurious, with its marble features."
The Atlantic Hotel & Spa,"601 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304, USA",has_bathroom_marble_in_rooms,has_balcony_in_rooms,has_minifridge_in_rooms,has_microwave_in_rooms,A good choice for your stay is The Atlantic Hotel & Spa located at 601 N Fort Lauderdale Beach Blvd. It features luxurious spa-like bathrooms with travertine marble floors and the newest sleek appliances. Each room features a large balcony and a kitchenette with mini-fridge and microwave.
The Atlantic Hotel & Spa,"601 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304, USA",has_bathroom_marble_in_rooms,has_balcony_in_rooms,has_minifridge_in_rooms,has_microwave_in_rooms,"Would you like to stay at The Atlantic Hotel & Spa on N Fort Lauderdale Beach Blvd?  The rooms have a balcony, minifridge, and a microwave.  There is even marbled flooring in the bathrooms!"
The Beverly Hills Hotel,"9641 Sunset Blvd, Beverly Hills, CA 90210, USA",has_balcony_in_rooms,has_fireplace,has_room_service,has_patio_in_rooms,"The Beverly Hills Hotel on Sunset would be a nice choice.  There are balconies and patios for the rooms, and the rooms have fireplaces.  You also have room service there."
The Beverly Hills Hotel,"9641 Sunset Blvd, Beverly Hills, CA 90210, USA",has_balcony_in_rooms,has_fireplace,has_room_service,has_patio_in_rooms,"The Beverly Hills Hotel suits your needs. It has a fireplace, as well as room service. The rooms have a patio or a balcony."
The Beverly Hills Hotel,"9641 Sunset Blvd, Beverly Hills, CA 90210, USA",has_balcony_in_rooms,has_fireplace,has_room_service,has_patio_in_rooms,The Beverly Hills Hotel provides guests with a classic view of Tinsel Town from their very own in room balcony. You can cozy up to the warmth of your fireplace in the evening and order room service or enjoy the sunshine on the patio.
"The Chatwal, a Luxury Collection Hotel, New York City","130 West 44th Street, New York, NY 10036, USA",has_butler_service,has_terrace_in_rooms,has_shower_rainfall_in_rooms,has_whirlpool_tub,"The Chatwal, a Luxury Collection Hotel, New York City might work well for you. They have butler service there and the rooms have rainfall showers, a whirlpool tub, and even a terrace!"
"The Chatwal, a Luxury Collection Hotel, New York City","130 West 44th Street, New York, NY 10036, USA",has_butler_service,has_terrace_in_rooms,has_shower_rainfall_in_rooms,has_whirlpool_tub,"The Chatwal is a luxury property in the heart of Manhattan that elevates the hotel experience with butler service, in room terraces, a whirlpool tub and the exquisite sensation of a rainfall shower in every room."
"The Chatwal, a Luxury Collection Hotel, New York City","130 West 44th Street, New York, NY 10036, USA",has_butler_service,has_terrace_in_rooms,has_shower_rainfall_in_rooms,has_whirlpool_tub,The Chatwal on West 44th sounds like a nice choice.  The rooms have terraces and butler service.  There are whirlpool tubs and even shower rainfall in rooms!
The Colonnade Boston Hotel,"120 Huntington Avenue, Boston, MA 02116, USA",has_floor_to_ceiling_windows_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_wet_bar_in_rooms,"A nice choice here would be The Colonnade Boston Hotel. It's located on Huntington Avenue, which is a great spot that happens to have a lot of options for dining and shopping. The rooms have beautiful floor to ceiling windows and come with a wet bar and mini fridge."
The Colonnade Boston Hotel,"120 Huntington Avenue, Boston, MA 02116, USA",has_floor_to_ceiling_windows_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_wet_bar_in_rooms,"The Colonnade Boston Hotel boasts incredible views with floor to ceiling windows. You will also appreciate the convenience of your own coffee maker, wet bar and mini fridge in each of your rooms."
The Colonnade Boston Hotel,"120 Huntington Avenue, Boston, MA 02116, USA",has_floor_to_ceiling_windows_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_wet_bar_in_rooms,"The Colonnade Boston Hotel on Huntington Avenue might work for you. The rooms have many options like coffee, a mini fridge, floor to ceiling windows and even a wet bar!"
"The Diplomat Beach Resort Hollywood, Curio Collection By Hilton","3555 South Ocean Drive, Hollywood, FL 33019, USA",has_balcony_in_rooms,has_bathroom_marble_in_rooms,has_rooms_upgraded,has_sofa_bed,The Diplomat Beach Resort Hollywood is a treasure in Tinsel Town. Its recently upgraded rooms come complete with all marble bathrooms a balcony and comfy sofa bed.
"The Diplomat Beach Resort Hollywood, Curio Collection By Hilton","3555 South Ocean Drive, Hollywood, FL 33019, USA",has_balcony_in_rooms,has_bathroom_marble_in_rooms,has_rooms_upgraded,has_sofa_bed,"The only hotel I can offer you is located in Hollywood, Florida. You will be pleased to know that this hotel has marble decor in the bathrooms, has upgraded rooms and even has a sofa bed. If that's not enough, the rooms also have balconies!. The only downside is you are looking for a hotel in Paris. Sorry I couldn't be of more help."
"The Diplomat Beach Resort Hollywood, Curio Collection By Hilton","3555 South Ocean Drive, Hollywood, FL 33019, USA",has_balcony_in_rooms,has_bathroom_marble_in_rooms,has_rooms_upgraded,has_sofa_bed,The Diplomat Beach Resort would be a good place to stay.  It has been upgraded and has marbled bathroom floors.  There are balconies in the rooms and sofa beds are available.
The Edgewater Hotel,"2411 Alaskan Way, Seattle, Washington 98121, United States",has_desk_in_rooms,has_balcony_in_rooms,has_coffee_in_rooms,has_mini_bar_in_room,"The Edgewater Hotel seems like a good choice.  The rooms are furnished with minibars and desks.  There are balconies adjacent to the rooms to enjoy your morning coffee, too!"
The Edgewater Hotel,"2411 Alaskan Way, Seattle, Washington 98121, United States",has_desk_in_rooms,has_balcony_in_rooms,has_coffee_in_rooms,has_mini_bar_in_room,"Here's a great option, The Edgewater Hotel on Alaskan Way. Your room comes complete with a balcony and mini bar so you have the option of staying in, if you'd like."
The Edgewater Hotel,"2411 Alaskan Way, Seattle, Washington 98121, United States",has_desk_in_rooms,has_balcony_in_rooms,has_coffee_in_rooms,has_mini_bar_in_room,"A really nice suite  at the Edgewater Hotel located  2411 Alaskan Way, Seattle, Washington 98121, United States. It has nice addition of desk and mini bar. The rooms have balcony and coffee in room."
The Greystone Lodge On The River,"559 Parkway, Gatlinburg, TN 37738, United States",has_balcony_in_rooms,has_fireplace,has_coffee_in_rooms,has_minifridge_in_rooms,A good choice would be the Greystone Lodge on the River located at 559 Parkway. It features rooms with in-suite fireplace and attached balconies. Each room also comes equipped with a deluxe coffee maker and stocked mini-fridge.
The Greystone Lodge On The River,"559 Parkway, Gatlinburg, TN 37738, United States",has_balcony_in_rooms,has_fireplace,has_coffee_in_rooms,has_minifridge_in_rooms,"My suggestion for good hotel is  The Greystone Lodge On The River.
Hotel address is 559 Parkway, Gatlinburg, TN 37738, United States. Spme amenities like coffee, fire place, balcony in each room and mii fridge."
The Greystone Lodge On The River,"559 Parkway, Gatlinburg, TN 37738, United States",has_balcony_in_rooms,has_fireplace,has_coffee_in_rooms,has_minifridge_in_rooms,The Greystone Lodge On The River is a special property that offers guests the warmth of a fireplace in their room and sweeping views from a balcony. You will delighted with your amenities that include a mini fridge and coffee maker.
The Inn at Key West,"3420 N Roosevelt Blvd, Key West, FL 33040, United States",has_balcony_in_rooms,has_coffee_in_rooms,has_patio_in_rooms,has_minifridge_in_rooms,"It would be good idea to consider Hotel The Inn at Key West
at 3420 N Roosevelt Blvd, Key West, FL 33040, United States. It is providing mini fridge and coffee. Has balcony attached with rooms and patio on back."
The Inn at Key West,"3420 N Roosevelt Blvd, Key West, FL 33040, United States",has_balcony_in_rooms,has_coffee_in_rooms,has_patio_in_rooms,has_minifridge_in_rooms,"The The Inn at Key West has some good features. The rooms have coffee, a mini fridge, a patio and a balcony."
The Inn at Key West,"3420 N Roosevelt Blvd, Key West, FL 33040, United States",has_balcony_in_rooms,has_coffee_in_rooms,has_patio_in_rooms,has_minifridge_in_rooms,The Inn at Key West prioritizes the view and provides guests with their own balcony and patio is each room. You will also enjoy a mini fridge and coffee maker throughout your stay.
The Jefferson,"1200 16th Street Northwest, Washington, DC 20036, USA",has_butler_service,has_room_service,has_terrace,has_terrace_in_rooms,The Jefferson is a great choice for you. They have a terrace and offer both room service and butler service. The rooms also have a terrace.
The Jefferson,"1200 16th Street Northwest, Washington, DC 20036, USA",has_butler_service,has_room_service,has_terrace,has_terrace_in_rooms,"The Jefferson looks like a fantastic hotel. They not only offer room service, but butler service as well. The hotel has a terrace in addition to individual rooms having their own terraces."
The Jefferson,"1200 16th Street Northwest, Washington, DC 20036, USA",has_butler_service,has_room_service,has_terrace,has_terrace_in_rooms,"The Jefferson proffers quiet elegance and offers guests butler service, discreet room service  and glorious in room terraces."
The Knickerbocker,"6 Times Square, New York, NY 10036, USA",has_mini_bar_in_room,has_luxury_bedding,has_room_service,has_sofa_bed,"This hotel  Knickerbocker
Hotel would be good idea for stay. Its address is 6 Times Square, New York, NY 10036, USA. It has mini bar sofa bed and luxury bedding in each room with good room service."
The Knickerbocker,"6 Times Square, New York, NY 10036, USA",has_mini_bar_in_room,has_luxury_bedding,has_room_service,has_sofa_bed,"A great choice would be The Knickerbocker. This hotel, located in the heart of times square, features a mahogany king bed with luxury linens, as well as a pull-out sofa bed. Each room comes equip with a mini bar, and guests are encouraged to take advantage of the hotel's room service."
The Knickerbocker,"6 Times Square, New York, NY 10036, USA",has_mini_bar_in_room,has_luxury_bedding,has_room_service,has_sofa_bed,The Knickerbocker distinguishes itself by wrapping each guest's bed in luxurious linens and offering round the clock room service. When you feel like inviting guests over your sofa converts to more sleeping space. Each room also comes equipped with a mini bar for those late aperitifs.
The Miami Beach Resort & Spa,"4833 Collins Avenue, Miami Beach, Florida 33140, United States",has_floor_to_ceiling_windows_in_rooms,has_coffee_in_rooms,has_mini_bar_in_room,has_sofa_bed,The Miami Beach Resort & Spain the perfect place for you to stay. Each room comes equipped with a mini bar and coffee. There's also floor to ceiling windows so you can enjoy the view of Miami while you drink your coffee
The Miami Beach Resort & Spa,"4833 Collins Avenue, Miami Beach, Florida 33140, United States",has_floor_to_ceiling_windows_in_rooms,has_coffee_in_rooms,has_mini_bar_in_room,has_sofa_bed,The Miami Beach Resort & Spa is no stranger to luxury in one of the world's most decadent cities. Soak up the hot flavor of Miami with floor to ceiling windows or lounge on your sofa bed after you raid the mini fridge. Enjoy coffee made by you in the morning. Each room comes with your own personal java brewer.
The Miami Beach Resort & Spa,"4833 Collins Avenue, Miami Beach, Florida 33140, United States",has_floor_to_ceiling_windows_in_rooms,has_coffee_in_rooms,has_mini_bar_in_room,has_sofa_bed,"How does The Miami Beach Resort & Spa sound? With big, floor to ceiling windows, you'll get a great view of the area. Plus you'll find coffee and a mini-bar in the room, as well as a sofa bed for sleeping extra people."
The New York EDITION,"5 Madison Avenue, New York, NY 10010, USA",has_butler_service,has_mini_bar_in_room,has_kitchen_in_room,has_room_service,"The New YORK Edition is the place to stay.   You can be pampered with our room service and Butler service.  The room is a great place to wind down after the New York craziness, there is a kitchen and mini bar."
The New York EDITION,"5 Madison Avenue, New York, NY 10010, USA",has_butler_service,has_mini_bar_in_room,has_kitchen_in_room,has_room_service,"A very lovely choice would be the The New York Edition, on Madison Avenue in downtown New York City. Your every concern will be taken care of, by butler or room service. Or if you prefer to do things on your own, there's a mini bar and kitchen in the room as well."
The New York EDITION,"5 Madison Avenue, New York, NY 10010, USA",has_butler_service,has_mini_bar_in_room,has_kitchen_in_room,has_room_service,"I think you'd have a good stay at The New York EDITION. You'll experience luxury with a butler attending to you, or you can call for room service. You'll also find a mini bar and kitchen in their rooms, in case you feel peckish."
The New Yorker A Wyndham Hotel,"481 8th Avenue, New York, NY 10001, USA",has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_sofa_bed,Maybe you'd like The New Yorker A Wyndham Hotel on 8th Avenue.  The rooms have been upgraded and there is a minifridge in rooms.  The rooms also include free coffee and a sofa bed.
The New Yorker A Wyndham Hotel,"481 8th Avenue, New York, NY 10001, USA",has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_sofa_bed,"There's The New Yorker A Wyndham Hotel on 8th Avenue. The rooms have coffee, a mini fridge, a sofa bed, and you can have your room upgraded."
