hotel_name,hotel_address,original,paraphrase,turker_selected_attributes
The Roosevelt Hotel,"45 E 45th St, New York, NY 10017, USA"," Historic art deco property known for its elegant rooms, ballroom & rooftop lounge",The Roosevelt Hotel is a historic art deco hotel with elegant hotels.  It has many perks including a famous ballroom and a rooftop lounge.  ,has_notable_decor | feels_elegant | has_rooftop_lounge | has_ballroom | is_historic
The Roosevelt Hotel,"45 E 45th St, New York, NY 10017, USA","Elegant rooms come with WiFi (surcharge), flat-screen TVs, iPhone docking systems, sitting areas and work desks; the luxe 1-, 2- and 3-bedroom suites add extra living areas, with some also providing kitchens with refrigerators, coffeemakers and microwaves. ","The rooms at this hotel come with flat-screen TV's, iPhone docking systems, sitting areas, work desks, and Wi-Fi (at an additional cost). The luxe 1-, 2-, and 3-bedroom suites add extra living areas, which vary depending on the number of rooms.  ",None
The Roosevelt Hotel,"45 E 45th St, New York, NY 10017, USA","Iconic art-deco lodging with luxe rooms Elegant rooms come with WiFi (surcharge), flat-screen TVs, iPhone docking systems, sitting areas and work desks; the luxe 1-, 2- and 3-bedroom suites add extra living areas, with some also providing kitchens with refrigerators, coffeemakers and microwaves.","The lodging looks like art-deco with luxe rooms. They are really elegant and come with WiFi (with a surcharge), flat-screen TVs, iPhone docking systems, sitting areas and work desks; The luxe 1-,2- and 3 bedroom suites have extra living areas and some even come with refrigerators, coffeemakers, and microwaves.",is_room_type | has_kitchen_in_room | is_famous | has_desk_in_rooms | has_microwave_in_rooms | has_refrigerator_in_rooms | has_coffee_in_rooms | swanky_lodging | feels_luxury
The Roxy Hotel,"2 Avenue of the Americas, New York, NY 10013, USA",Meals are served in the atrium lounge; the sleek modern bar also has food.,"Meals are served in the hotel's atrium lounge. The Roxy has a sleek, modern bar that also serves food. ",has_bar_onsite
The Roxy Hotel,"2 Avenue of the Americas, New York, NY 10013, USA","Luxury lodging with an 8-story atrium Located 13 blocks north of the World Trade Center, this modern hotel is built around a dramatic 8-story atrium.","Luxury lodging located 13 blocks north of the World Trade Center, this modern hotel is built around a dramatic 8-story atrium.",None
The Roxy Hotel,"2 Avenue of the Americas, New York, NY 10013, USA","Decorated in a chic contemporary style, rooms have minibars, free WiFi, DVD players and iPods; suites add iMacs.","This chic contemporary style hotel offers minibars, free WiFi, DVD players, iPods, and iMacs.",has_mini_bar_in_room | feels_contemporary | feels_chic | is_room_type | has_wi_fi_free | feels_modern
The Royal Park Hotel,unknown,There's an elegant dining room with fireplace specialising in European cuisine.,"This hotel includes an elegant dining room with a fireplace where you can enjoy European cuisine, the hotel's speciality.",feels_elegant | has_fireplace
The Royal Park Hotel,unknown,"Restored townhouses with garden terrace Occupying 3 restored 19th-century townhouses, this luxury hotel lies a 5-minute walk from Hyde Park and 6 minutes from Paddington station (for the Heathrow Express train). ",This luxury hotel is made from three restored 19 century townhouses. This place is just a five minute walk from Hyde Park and only six minutes from Paddington station. So it's nice and close to the Heathrow express train,has_terrace | has_garden | has_terrace_in_rooms | is_hotel_type
The Royal Park Hotel,unknown,"Restored townhouses with garden terrace Occupying 3 restored 19th-century townhouses, this luxury hotel lies a 5-minute walk from Hyde Park and 6 minutes from Paddington station (for the Heathrow Express train). ",This hotel is actually made from 19th century townhouses that have garden terraces. It's also a close walk to Hyde Park and Paddington station. ,has_terrace | has_garden | has_terrace_in_rooms | is_hotel_type
The Royal Sands,unknown,"Polished all-inclusive beachfront resort Set on a Yucatan Peninsula beach, this contemporary, all-inclusive resort is 1.4 km from the Interactive Aquarium Cancun and 2.9 km from the Museo Maya de Cancún.","Polished all-inclusive beachfront resort Set on a Yucatan Peninsula beach, this resort is 1.4 km from the Interactive Aquarium Cancun and 2.9 km from the Museo Maya de Cancún.",None
The Royal Sands,unknown,"The airy villas feature rattan furnishings, and include free Wi-Fi, flat-screen TVs and DVD players, plus beachfront terraces and ocean-view balconies.","The Royal Sands hotel offers rooms with rattan furniture.  In each room, you will get free Wi-fi, flat-screen TVs, and DVD players.  The rooms also have beachfront terraces and balconies with an ocean-view.",None
The Royal Sands,unknown,"Beachfront lodging offering villas with terraces or balconies, as well as tennis courts & 3 pools. ",This resort has villas on the beach with balconies or terraces.  The resort also has 3 pools and tennis courts.,None
The Scotsman Hotel,unknown,"High-end hotel with individually designed rooms, plus a brasserie and a spa with a pool.","This is an upscale hotel with rooms that are individually designed. Amenities include a brasserie, a spa, and a pool.",has_spa | feels_upscale
The Scotsman Hotel,unknown,"Suites add extra space and some have views over the Castle or the Firth of Forth, and a penthouse is spread over 2 floors","Large suites, some having views overlooking the Castle or the Firth and Forth. The penthouse spreads over two floors. ",is_room_type
The Scotsman Hotel,unknown,"High-end hotel with individually designed rooms, plus a brasserie and a spa with a pool. ","This is a high-end hotel with individually designed rooms that offer a customized feel, a brasserie, and a spa with a pool included. ",has_spa | feels_upscale
The Setai Miami Beach,"2001 Collins Ave, Miami Beach, Florida 33139, United States","Luxe all-suite hotel with Asian accents Teak-accented, Asian-inspired suites – from studios to a 4-bedroom penthouse – feature Italian linens, espresso coffeemakers, free WiFi, surround sound and rainfall showerheads. ","It is an all-suite hotel with Teak-accented Asian-inspired suites. There are options for all group sizes, from studios to a 4-bedroom penthouse. The rooms are very nice, with Italian linens, espresso coffeemakers, free WiFi, surround sound, and rainfall showerheads.",is_room_type | has_shower_rainfall_in_rooms | feels_luxury | has_wi_fi_free | swanky_lodging | has_coffee_in_rooms
The Setai Miami Beach,"2001 Collins Ave, Miami Beach, Florida 33139, United States","A half-mile from the upscale Lincoln Road Mall and 3 blocks from the Miami Beach Convention Center, this high-end all-suite hotel fronts the ocean in South Beach's lively art deco district.","The hotel is located in South Beach's art deco district, only a half-mile away from the Lincoln Road Mall. It's three blocks away from the Miami Beach Convention center on ocean front property, and every room in the hotel is a high-end suite.",is_room_type | feels_upscale | feels_lively | has_convention_center | has_notable_decor | is_hotel_type
The Setai Miami Beach,"2001 Collins Ave, Miami Beach, Florida 33139, United States","The hotel has 3 outdoor pools, a private beach, a full-service spa (surcharge) and several on-site eateries, from casual to fine dining. ","The hotel has several pools, including a private beach. They also have a spa for a small fee. There are also several places in the hotel to eat.",has_swimming_pool_outdoor | feels_casual
The St. Regis Bangkok,unknown," A 1-minute walk from Ratchadamri Skytrain station, this swanky hotel is an 11-minute walk from CentralWorld shopping complex and 1 km from Pratunam Market. Featuring 24-hour butler service, the chic rooms have Thai accents, plush fabrics and floor-to-ceiling windows with city views","The St. Regis Bangkok is just a 1 minute walk from the Ratchadamri Skytrain station. It is also just an 11 minute walk from CentralWorld shopping complex. This swanky hotel features 24 hour butler service and chic rooms with Thai accents, plush fabrics, and floor to ceiling windows with city views. ",swanky_lodging | feels_luxury
The St. Regis Bangkok,unknown,Posh rooms & suites with 24/7 butler service in a ritzy hotel offering an Elemis spa & fine dining.,This ritzy hotel features posh rooms and suites with 24/7 butler service. There is an Elemis spa as well as fine dining. ,swanky_lodging | feels_luxury
The St. Regis Bangkok,unknown,Posh rooms & suites with 24/7 butler service in a ritzy hotel offering an Elemis spa & fine dining.,The St. Regis Bangkok has posh rooms and suites with 24/7 butler service.  It is a ritzy hotel that includes an Elemis spa and fine dining.,swanky_lodging | feels_luxury
The St. Regis Mexico City,unknown," Lavish hotel with casual & fine dining options, as well as a day spa, a pool & 24/7 butler service.",The St Regis in Mexico City is a lavish hotel; it even has butler service 24 hours a day.  You can eat in a fine dining restaurant or choose a more casual one.  There is also a day spa.  ,feels_upscale | has_kitchen_in_room | swanky_lodging | has_rooms_upgraded | is_room_type
The St. Regis Mexico City,unknown,"There's a day spa, a gym, an indoor pool and a kids' club, along with 12 meeting/event spaces. ","The St. Regis has a spa, gym, and indoor pool, rooms for meetings or events, and activities for the kids.",has_spa | has_fitness_center | has_childrens_club | has_event_space | has_swimming_pool_indoor
The St. Regis Mexico City,unknown,"Polished rooms with marble bathrooms provide Wi-Fi (fee), flat-screen TVs, minibars and desks","The polished rooms have marble bathrooms and also have WiFi for a fee, flat-screen TVs, minibars, and desks.",has_mini_bar_in_room | feels_elegant | has_desk_in_rooms | has_bathroom_marble_in_rooms
The St. Regis New York,"2 E 55th St, New York, NY 10022, USA","Glamorous rooms with 12-foot ceilings, silk wall coverings and chandeliers feature sitting areas and Italian marble bathrooms, as well as 24-hour personal butler service","This hotel is has upscale rooms with high 12-foot ceilings. The room's wall coverings are made of silk. The rooms even have chandeliers and sitting areas. The bathrooms contain Italian marble as well. Lastly, there is 24-hour personal butler service available to guests.",None
The St. Regis New York,"2 E 55th St, New York, NY 10022, USA","The St. Regis New York: Luxury hotel offering glamorous quarters with butler service, plus a lounge/bar with fine dining. ",The St. Regis New York hotel is a luxury hotel with glamourous suites that include butler service and also has a lounge/bar with fine dining.,None
The St. Regis New York,"2 E 55th St, New York, NY 10022, USA","Luxury hotel offering glamorous quarters with butler service, plus a lounge/bar with fine dining.","High end hotel with elegant rooms, a butler and fine dining.",has_butler_service | swanky_lodging | has_bar_onsite | is_hotel_type
The Stafford London,unknown,"This luxurious hotel in a stately, redbrick Victorian property is 0.7 miles from the National Gallery and a minute's walk from Green Park",This luxury redbrick Victorian hotel sits a brief walk away from the National Gallery and Green Park.,feels_elegant | has_notable_decor
The Stafford London,unknown,"Upscale hotel in a grand Victorian setting, with elegant lodgings, British dining and cocktail bar.",This upscale hotel offers elegant lodgings in a grand Victorian setting. The hotel features British dining and a cocktail bar.,feels_upscale
The Stafford London,unknown,"This luxurious hotel in a stately, redbrick Victorian property is 0.7 miles from the National Gallery and a minute's walk from Green Park. ",It's a really nice hotel. It's less than a mile away from the National Gallery. You can also walk to Green Park from there as well.,feels_elegant | has_notable_decor
"The Standard, East Village","25 Cooper Square, New York, NY 10003, USA","Hip hotel featuring modern rooms with city views, plus free WiFi, bike rentals & gym passes.","This is a hip hotel with modern room and city views. Also includes free WiFi, bike rentals and gym.",has_bicycles_for_rent | feels_contemporary | feels_hip | has_wi_fi_free | feels_modern | has_fitness_center
"The Standard, East Village","25 Cooper Square, New York, NY 10003, USA"," Upgraded rooms and suites add floor-to-ceiling windows, New York City views, separate sitting areas and/or bathrooms with heated floors.","If you opt for an upgraded room or suite, you will enjoy floor-to-ceiling windows with expansive New York City views. These rooms include separate sitting rooms. Some of the upgraded rooms feature heated floors in the bathroom. ",is_room_type | has_floor_to_ceiling_windows_in_rooms | has_rooms_upgraded | has_heated_floor
"The Standard, East Village","25 Cooper Square, New York, NY 10003, USA","Upgraded rooms and suites add floor-to-ceiling windows, New York City views, separate sitting areas and/or bathrooms with heated floors",The rooms and suites in this hotel have been upgraded and there are separate sitting areas and bathrooms.  The floors are even heated.  You can have New York City views through the floor to ceiling windows.,is_room_type | has_floor_to_ceiling_windows_in_rooms | has_rooms_upgraded | has_heated_floor
"The Standard, High Line","848 Washington Street, New York, NY 10014, USA"," For dining, there's a grill, new American bistro, bar, outdoor German beer garden and rooftop crêperie (a disco at night), plus a rooftop supper lounge and brunch spot; the ground floor cafe has a winter ice rink and art installations. Guests can also borrow bicycles. Rooms with skyline or river views complement the German beer garden and swanky rooftop lounge. Hip hotel straddling the High Line A sleek 18-story tower rising above the High Line urban park (a former elevated train track), this hotel has floor-to-ceiling windows to take in sweeping Hudson River and city views.",Outdoor German beer garden with rooftop disco at night.  The hotel has a winter ice rink on the bottom floor. It is a hip hotel next to next to the High Line Urban Park with full windows to see the Hudson river and city. ,has_onsite_cafe | has_bar_onsite | has_nightclub
"The Standard, High Line","848 Washington Street, New York, NY 10014, USA","Hip hotel straddling the High Line A sleek 18-story tower rising above the High Line urban park (a former elevated train track), this hotel has floor-to-ceiling windows to take in sweeping Hudson River and city views. ",This hotel in very hip. It is 18 stories and straddles a former elevated train track known as the High Line. The hotel has floor to ceiling windows with views of the Hudson River. It also has breath taking city views. ,feels_hip | has_floor_to_ceiling_windows_in_rooms | is_streamlined
"The Standard, High Line","848 Washington Street, New York, NY 10014, USA","Hip hotel straddling the High Line A sleek 18-story tower rising above the High Line urban park (a former elevated train track), this hotel has floor-to-ceiling windows to take in sweeping Hudson River and city views",This hip hotel is a sleek 18-story tower rising above the High Line urban park. Building features floor-to-ceiling windows allowing guests to take in sweeping views of the Hudson River and New York City.,feels_hip | has_floor_to_ceiling_windows_in_rooms | is_streamlined
The Strathcona Hotel,unknown,Dining options include a casual cafe and a traditional pub. ,"This hotel features two dining options, a casual cafe and a traditional pub.",feels_traditional
The Strathcona Hotel,unknown," Relaxed, modern hotel with straightforward rooms & suites, plus a casual cafe & a pub. Modern rooms, plus an on-site cafe & pub A 3-minute walk from Union Station, this modern hotel is a 8-minute walk from the Metro Toronto Convention Centre and 7 minutes from the Air Canada Centre","This is a modern hotel with modern rooms, on-site cafe and pub. It is a 3 minute walk from Union Station, 8 minute walk from the Metro Toronto Convention Centre and 7 minutes from the Air Canada Centre.",is_room_type | feels_contemporary | feels_casual | feels_relaxing | feels_modern | has_onsite_cafe | is_straightforward
The Strathcona Hotel,unknown,"Relaxed, modern hotel with straightforward rooms & suites, plus a casual cafe & a pub. ","the Strathcona Hotel is a relaxed, modern hotel. It has rooms and suites, a casual cafe and a pub.",is_room_type | feels_contemporary | feels_casual | feels_relaxing | feels_modern | has_onsite_cafe | is_straightforward
The Tuscan,"425 North Point Street, San Francisco, CA 94133, USA","This traditional downtown boutique hotel is 0.2 miles from both the Fisherman's Wharf and North Beach, and 6.5 miles from Golden Gate Park. ",The Tuscan is a traditional downtown boutique hotel located about .2 miles from both The Fisherman's Wharf and North Beach and 6.5 miles from Golden Gate Park. ,feels_traditional | is_hotel_type
The Tuscan,"425 North Point Street, San Francisco, CA 94133, USA","This traditional downtown boutique hotel is 0.2 miles from both the Fisherman's Wharf and North Beach, and 6.5 miles from Golden Gate Park. The refined, elegant rooms and suites offer free Wi-Fi, desks, and 40-inch flat-screens, as well as minibars, minifridges and coffeemakers. ",Traditional hotel located in down town offers quick access to attractions and beach areas in close proximity to the hotel's location. The hotel offers a wide array of amenities as well as elegant rooms and suites.,feels_traditional | is_hotel_type
The Tuscan,"425 North Point Street, San Francisco, CA 94133, USA","The refined, elegant rooms and suites offer free Wi-Fi, desks, and 40-inch flat-screens, as well as minibars, minifridges and coffeemakers.","This hotel has free Wi-Fi, desks, and 40-inch flat-screens. The rooms also have minibars, minifridges and coffeemakers.",has_mini_bar_in_room | feels_elegant | has_coffee_in_rooms | has_desk_in_rooms | is_room_type | has_wi_fi_free | has_minifridge_in_rooms
The Westin Austin Downtown,"310 East 5th Street, Austin, TX 78701, USA","A 14-minute walk from the Texas State Capitol, this chic urban hotel is 1.4 miles from the University of Texas at Austin and 2.3 miles from Barton Springs Pool.",This chic urban hotel is a short 14 minute walk of the Texas State Capitol.  It is located 1.4 miles from the University of Texas at Austin and just over 2 miles from Barton Springs Pool.,feels_chic
The Westin Austin Downtown,"310 East 5th Street, Austin, TX 78701, USA","Chic choice with a heated rooftop pool & a 24-hour fitness center, plus a restaurant & 2 bars. ",This chic hotel has a heated rooftop pool. It also has a gym that is open 24 hours. There are 2 bars and a restaurant to eat at. ,None
The Westin Austin Downtown,"310 East 5th Street, Austin, TX 78701, USA","Upgraded quarters come with flat-screen TVs, free Wi-Fi, floor-to ceiling windows and/or city views. Suites add rainfall showerheads and designer toiletries. ","When you upgrade your quarters you will have flat screen tvs, free wifi, floor to ceiling windos. Suites include rainfall showerheads, designer toiletries. ",has_wi_fi_free | has_rooms_upgraded
"The Westin Bonaventure Hotel & Suites, Los Angeles","404 South Figueroa Street, Los Angeles, CA 90071, USA","High-rise conference hotel offering 19 restaurants & cafes, a fitness center & an outdoor pool. ","High-rise hotel with 19 restaurants, fitness center and an outdoor pool",has_onsite_cafe | has_swimming_pool_outdoor | has_restaurant | has_fitness_center | is_hotel_type
"The Westin Bonaventure Hotel & Suites, Los Angeles","404 South Figueroa Street, Los Angeles, CA 90071, USA","High-rise conference hotel offering 19 restaurants & cafes, a fitness center & an outdoor pool. ",This hotel is comprised of a high rise that holds conferences and includes many food options and other amenities.,has_onsite_cafe | has_swimming_pool_outdoor | has_restaurant | has_fitness_center | is_hotel_type
"The Westin Bonaventure Hotel & Suites, Los Angeles","404 South Figueroa Street, Los Angeles, CA 90071, USA","High-rise conference hotel offering 19 restaurants & cafes, a fitness center & an outdoor pool.Striking conference hotel with a pool This striking conference hotel is a 14-minute walk from Walt Disney Concert Hall and 1 mile from the Los Angeles Convention Center. Modern rooms come with minifridges, coffeemakers, flat-screen TVs and WiFi (surcharge).","Within walking distance to Walt Disney Concert Hall, this conference hotel has modern rooms and offers tons of restaurants, a fitness center and a pool.",has_onsite_cafe | has_swimming_pool_outdoor | has_restaurant | has_fitness_center | is_hotel_type
"The Westin Grand, Vancouver",unknown," Airy suites have separate living areas, as well as kitchenettes, flat-screen TVs, desks and WiFi (fee). ","There are great rooms, light and airy. And, there are kitchenettes so we can save money on food.There is a tv of course. But, we have to pay for WiFi. ",is_airy | has_desk_in_rooms | has_kitchenette_in_rooms
"The Westin Grand, Vancouver",unknown,"There's a restaurant and bar offering casual fare, as well as a 24/7 fitness centre, an outdoor pool and a spa. ","There's a restaurant and bar offering casual fare, 24/7 fitness centre, an outdoor pool and spa. ",has_spa | feels_casual | has_restaurant | has_bar_onsite | has_swimming_pool_outdoor
"The Westin Grand, Vancouver",unknown,"An 8-minute walk from the Vancouver Art Gallery, this high-rise, all-suite hotel in downtown Vancouver is also 5.8 km from VanDusen Botanical Garden. Airy suites have separate living areas, as well as kitchenettes, flat-screen TVs, desks and WiFi (fee).","The hotel is a short walk from the Vancouver Art Gallery located in downtown Vancouver. It is also close the the VanDusen Botanical Garden. It has spacious rooms with a separate living room and kitchenette. Other amenities include flat screen TVs, desks and WiFi ",is_room_type | is_hotel_type
The Westin Jersey City Newport,"479 Washington Blvd, Jersey City, NJ 07310, USA","Culinary options include an upscale American restaurant and a lobby bar and lounge. There’s also a fitness center, an indoor lap pool, a whirlpool tub and a 24/7 business center with 23 meeting rooms. Modern property with an American restaurant and bar, plus a fitness center & an indoor lap pool. Upscale hotel with an indoor pool","This upscale hotel features a fitness center, indoor lap pool, and a whirlpool tub. This modern property includes a American restaurant with a lobby bar and lounge.",None
The Westin Jersey City Newport,"479 Washington Blvd, Jersey City, NJ 07310, USA","A 3-minute walk from the Newport PATH station, this upscale hotel is a 7.6-mile drive from the Museum of Modern Art in New York City.",This upscale hotel is only 3 minutes walking distance away from the Newport PATH station. It is also a 7 1/2 mile drive from the Museum of Modern Art in New York City. ,None
The Westin Jersey City Newport,"479 Washington Blvd, Jersey City, NJ 07310, USA"," Rooms all have sophisticated decor, flat-screen TVs, desks and WiFi (fee), plus coffeemakers.",The Westin features rooms with sophisticated decor and flat screen televisions. Business travelers will enjoy desks and coffee makers. Wifi is available for a fee.,None
The Westin Los Angeles Airport,"5400 W Century Blvd, Los Angeles, CA 90045, USA","Contemporary rooms feature flat-screen TVs, WiFi access, 24-hour room service and sitting areas. ",The hotel has contemporary style rooms with flat-screen TVs and sitting areas. They also offer WiFi access and 24-hour room service.,feels_contemporary | has_room_service | feels_modern
The Westin Los Angeles Airport,"5400 W Century Blvd, Los Angeles, CA 90045, USA","Contemporary business/airport lodging with dining options, plus an outdoor pool & event space",This is a business/airport hotel that contains event space.  The hotel also offers dining options and an outdoor pool.,feels_contemporary | has_room_service | feels_modern
The Westin Los Angeles Airport,"5400 W Century Blvd, Los Angeles, CA 90045, USA","Contemporary rooms feature flat-screen TVs, WiFi access, 24-hour room service and sitting areas","Rooms feature flat screen tvs, wifi access and a sitting area. There is also 24 hour room service.",feels_contemporary | has_room_service | feels_modern
"The Westin Maui Resort & Spa, Ka'anapali","2365 Kaanapali Pkwy, Lahaina, Maui, Hawaii 96761, United States","Subdued rooms and suites all have flat-screen TVs, desks and free WiFi, plus plush beds, private balconies and coffeemakers.","The rooms are relaxed, not too flashy. They have flat-screen TVs and writing desks. Wifi is free and the beds are quite soft. Each room has a private balcony and a coffeemaker.",None
"The Westin Maui Resort & Spa, Ka'anapali","2365 Kaanapali Pkwy, Lahaina, Maui, Hawaii 96761, United States","Subdued rooms and suites all have flat-screen TVs, desks and free WiFi, plus plush beds, private balconies and coffeemakers","Rooms and suites at the Westin have flat-screen tvs, desks, free wif, plush beds, private balconies and coffeemakers. ",None
"The Westin Maui Resort & Spa, Ka'anapali","2365 Kaanapali Pkwy, Lahaina, Maui, Hawaii 96761, United States","Subdued rooms and suites all have flat-screen TVs, desks and free WiFi, plus plush beds, private balconies and coffeemakers","The Westin Maui Resort & Spa includes flat screen TV, desks, Wifi, plush beds, private balconies and coffeemakers",None
The Westin Melbourne,unknown,"Modern rooms offer flat-screen TVs, iPod docks and WiFi (fee), plus fridges, and tea and coffeemaking facilities.",Rooms at this hotel are modern and have flat screens. There's also iPod connections and you can pay for WiFi. The rooms come with fridges too. You can even make tea and coffee.,has_refrigerator_in_rooms | has_coffee_in_rooms
The Westin Melbourne,unknown,"Modern rooms offer flat-screen TVs, iPod docks and WiFi (fee), plus fridges, and tea and coffeemaking facilities.","The hotel has modern rooms that feature flat screen tvs, iPod decks and WiFi for a fee. Refrigerators and tea and coffeemaking facilities are available as well.",None
The Westin Melbourne,unknown,"It's by a Yarra Trams stop, a 6-minute walk from Federation Square and an 11-minute walk from the National Gallery of Victoria.",The Westin Melbourne has a nearby Yarra Trams stop. It's a 6 minute walk to get to Federation Square and 11 minute walk to the National Gallery of Victoria.,None
The Westin Paris - Vendôme,unknown,"Posh hotel with Eiffel Tower views & a luxurious spa, plus a chic restaurant & a plush bar",This hotel have views of the Eiffel Tower. It provides a really nice spa as well as a fancy restaurant and bar. ,feels_upscale | feels_luxury | has_restaurant | has_bar_onsite | has_spa | swanky_lodging | feels_chic
The Westin Paris - Vendôme,unknown," Posh hotel with Eiffel Tower views & a luxurious spa, plus a chic restaurant & a plush bar.",The elegant hotel has a view of the Eiffel Tower.  The hotel comes with a spa as well as a stylish restaurant and bar.,feels_upscale | feels_luxury | has_restaurant | has_bar_onsite | has_spa | swanky_lodging | feels_chic
The Westin Paris - Vendôme,unknown,"Posh hotel with Eiffel Tower views & a luxurious spa, plus a chic restaurant & a plush bar. ","Posh, Eiffeltower view, spa, chic restaurant, and bar. ",None
"The Westin Peachtree Plaza, Atlanta","210 Peachtree St NW, Atlanta, GA 30303, USA","Warm rooms, plus a revolving restaurant Set in downtown Atlanta, this modern, 73-story hotel with a mirror-glass facade and over 1,000 rooms is a 13-minute walk from the Georgia World Congress Center, and 0.7 miles from the Georgia Dome football stadium.",This 73 story hotel with over a 1000 rooms is only a 13 minute walk from Georgia World Congress center as well as a short walk from the Georgia Dome Football stadium. ,None
"The Westin Peachtree Plaza, Atlanta","210 Peachtree St NW, Atlanta, GA 30303, USA"," Warm rooms feature floor-to-ceiling windows with city views, plus 42-inch flat-screen TVs, WiFi access (fee) and coffeemakers. ","This hotel features warm rooms with floor to ceiling windows with city views. It also has 42 inch flat screen Tv's, WiFi access for a fee, and coffemakers. ",None
"The Westin Peachtree Plaza, Atlanta","210 Peachtree St NW, Atlanta, GA 30303, USA","Set in downtown Atlanta, this modern, 73-story hotel with a mirror-glass facade and over 1,000 rooms is a 13-minute walk from the Georgia World Congress Center, and 0.7 miles from the Georgia Dome football stadium. ",This hotel is conveniently located in downtown Atlanta  and is just a 13 minute walk from the Georgia World Congress Center and 0.7 miles from the Georgia Dome football stadium. It has 73 stories and over 1000 rooms and features an impressive mirror-glass facade.,None
The Westin Resort Nusa Dua Bali,unknown,"Featuring earthy tones and balconies with ocean, pool or garden views, the lavish rooms and suites offer free Wi-Fi, flat-screen TVs and iPod docks. ","This resort is located near the beach. The rooms have balconies, and you can either get one with an ocean, pool, or garden view. All the rooms have free Wi-Fi, flat-screen TVs, and even iPod docks.",None
The Westin Resort Nusa Dua Bali,unknown," This luxe, beachfront hotel is 2.9 km from Bali National Golf Club and 14 km from Waterbomb Bali waterpark.",The Westin Resort Nusa Dua Bali is a beachfront hotel. Its nearby features are a golf course and water park which are about 2.9 km away.,None
The Westin Resort Nusa Dua Bali,unknown,"Featuring earthy tones and balconies with ocean, pool or garden views, the lavish rooms and suites offer free Wi-Fi, flat-screen TVs and iPod docks.","This hotel features rooms which have balconies that allow you to view either the ocean, pool, or garden. Wi-Fi, flat-screen TVs and iPod docks are also available in the rooms provided.",None
The Westin San Diego Gaslamp Quarter,"910 Broadway Circle, San Diego, CA 92101, USA","This upscale hotel offering bay and city views is 2.4 miles from the San Diego Zoo, and 3 miles from Balboa Park.",The Westin San Diego Gaslamp Quarter offers elegant rooms with views of the city or the bay. Within three miles from the hotel you can be at the San Diego Zoo or at Balboa park. ,feels_upscale
The Westin San Diego Gaslamp Quarter,"910 Broadway Circle, San Diego, CA 92101, USA","Rooms have 37-inch flat-screen TVs, desks and WiFi for a fee, plus free bottled water, coffeemakers and minifridges.",This hotel provides wifi at a fee. Included in the rooms are free bottles of water along with coffeemakers and minifridges. A 37 inch flat screen tv is also in the room. ,has_coffee_in_rooms | has_desk_in_rooms | has_minifridge_in_rooms
The Westin San Diego Gaslamp Quarter,"910 Broadway Circle, San Diego, CA 92101, USA","Some include balconies, multiple levels and whirlpool tubs. ",Select suites include balconies. Some include multiple levels. Others also feature whirlpool tubs.,has_whirlpool_tub | has_balcony_in_rooms
The Westin Singapore,unknown,"Modern rooms offer flat-screen TVs, iPod docks and Wi-Fi (fee), plus rainfall showerheads and free-standing baths.","This hotel has nice and modern rooms with flat screens, iPod connections, and you can pay a bit for wi-fi access. Also the showers have the rainfall showerheads with free-standing baths.",feels_contemporary | has_swimming_pool_infinity | feels_chic | has_restaurant | has_spa | feels_modern
The Westin Singapore,unknown,"Modern rooms offer flat-screen TVs, iPod docks and Wi-Fi (fee), plus rainfall showerheads and free-standing baths.",This modern hotel offers Flat Screen TVs in all rooms along with Free Wifi and Ipod docks. Bathrooms feautre free standing baths with luxurious rainfall showerheads. ,feels_contemporary | has_swimming_pool_infinity | feels_chic | has_restaurant | has_spa | feels_modern
The Westin Singapore,unknown,"Modern high-rise hotel with a pair of restaurants, a rooftop infinity pool & a chic day spa. ","Since you're going to Singapore, you might wanna stay at the Westin there. You will definitely enjoy their rooftop pool and the day spa. Oh, and they've 2 nice restaurants.",feels_contemporary | has_swimming_pool_infinity | feels_chic | has_restaurant | has_spa | feels_modern
The Westin St. Francis San Francisco on Union Square,"335 Powell Street, San Francisco, CA 94102, USA","Stylish rooms with high ceilings and crystal chandeliers feature flat-screen TVs and high-speed Internet (fee), while upgraded rooms come with Union Square or city views. ",The elegant rooms have high ceilings with crystal chandeliers. They also have flat screen TVs and Wi-Fi is available for a fee. If you want a Union Square of City view the upgraded rooms have those.   ,has_chandeliers | has_rooms_upgraded
The Westin St. Francis San Francisco on Union Square,"335 Powell Street, San Francisco, CA 94102, USA"," An 11-minute walk from the San Francisco Museum of Modern Art, this upscale hotel dating to 1904 was once visited by Queen Elizabeth II, and is 1.8 miles from downtown San Francisco. Stylish rooms with high ceilings and crystal chandeliers ","Close to the San Francisco Museum of Modern art, this hotel was once visited by Queen Elizabeth II and others stylish rooms with high ceiling and crystal chandeliers. ",None
The Westin St. Francis San Francisco on Union Square,"335 Powell Street, San Francisco, CA 94102, USA","Stylish rooms with high ceilings and crystal chandeliers feature flat-screen TVs and high-speed Internet (fee), while upgraded rooms come with Union Square or city views.",This hotel features high ceilings an crystal chandeliers.  Entertainment amenities include flat screen TV's and free high speed internet.  Upgraded rooms include views of the city and Union Square.  ,has_chandeliers | has_rooms_upgraded
