Input.hotel_name,Input.hotel_address,Input.p-slot0,Input.p-slot1,Input.p-slot2,Input.p-slot3,Input.p-slot4,Input.p-slot5,Answer.response
Hilton San Diego Gaslamp Quarter,"401 K St, San Diego, CA 92101, USA",feels_chic,has_bar_onsite,has_onsite_salon,has_fitness_center,has_meeting_rooms,has_convention_center,"Hilton San Diego Gaslamp Quarter is a chic hotel with an onsite salon and a fitness center. It's also equipped for all of your business needs, with meeting rooms and a convention center."
Hilton San Diego Resort & Spa,"1775 East Mission Bay Drive, San Diego, CA 92109, USA",feels_modern,feels_upscale,feels_chic,feels_contemporary,has_bar_onsite,has_restaurant,A very nice choice would be the Hilton San Diego Resort & Spa. It feels very modern with a touch of upscale contemporary chic. There is a bar and restaurant located within the hotel for your convenience.
Hilton San Diego Resort & Spa,"1775 East Mission Bay Drive, San Diego, CA 92109, USA",feels_modern,feels_upscale,feels_chic,feels_contemporary,has_bar_onsite,has_restaurant,The Hilton San Diego Resort and Spa is a wonderful choice as it is an upscale model that has a modern feel to it. There is both a restaurant and a bar onsite with a contemporary feel.
Hilton San Diego Resort & Spa,"1775 East Mission Bay Drive, San Diego, CA 92109, USA",feels_modern,feels_upscale,feels_chic,feels_contemporary,has_bar_onsite,has_restaurant,"The Hilton San Diego Resort & Spa is a chic upscale resort. You'll feel right at home with the modern and contemporary decor, and enjoy both the bar and restaurant on site."
Hilton San Francisco Financial District,"750 Kearny St, San Francisco, CA 94108, USA",has_bar_onsite,has_business_center,feels_chic,feels_upscale,has_meeting_rooms,has_restaurant,"The Hilton San Francisco Financial District is a great choice for you. This upscale and chic hotel offers an onsite bar and restaurant, as well as a business center and meeting rooms for guests."
Hilton San Francisco Financial District,"750 Kearny St, San Francisco, CA 94108, USA",has_bar_onsite,has_business_center,feels_chic,feels_upscale,has_meeting_rooms,has_restaurant,"A good choice would be the Hilton in San Francisco. It has a business center, meeting rooms, a restaurant, and a chic, upscale bar onsite."
Hilton San Francisco Financial District,"750 Kearny St, San Francisco, CA 94108, USA",has_bar_onsite,has_business_center,feels_chic,feels_upscale,has_meeting_rooms,has_restaurant,"You should check out the Hilton San Francisco in the Financial District. It's got meeting rooms and a business center for daytime work, and an on site bar and restaurant when it's time to unwind! The whole place just feels really chic and upscale. I think you'll love it."
Hilton Times Square,"234 W 42nd St, New York, NY 10036, USA",feels_lively,has_business_center,feels_contemporary,has_fitness_center,has_meeting_rooms,is_streamlined,"Hilton Times Square is an excellent choice. It feels very lively and contemporary there and there's always something going on! Plus it offers a fitness center, meeting rooms, and a business center if you need to travel for work!"
Hilton Times Square,"234 W 42nd St, New York, NY 10036, USA",feels_lively,has_business_center,feels_contemporary,has_fitness_center,has_meeting_rooms,is_streamlined,"Hilton Times Square is a streamlined hotel with a lively yet contemporary feel in the heart of Times Square. It is just moments away from Broadway shows, a variety of fantastic restaurants and lots of shopping."
Hilton Times Square,"234 W 42nd St, New York, NY 10036, USA",feels_lively,has_business_center,feels_contemporary,has_fitness_center,has_meeting_rooms,is_streamlined,"A good option is the Hilton Times Square. While surrounded by the sights, don't forget to enjoy the fitness center at the hotel! Also available are meeting rooms and a business center for guest use."
Hilton Waikoloa Village,"69-425 Waikoloa Beach Dr, Waikoloa Village, HI 96738, USA",feels_upscale,feels_tropical,has_resort_fees,has_golf_course,has_fitness_center,has_tennis_court,"Hilton Waikoloa Village is a really great place! It's got a very tropical, yet upscale vibe to it. It does have resort fees, but they provide a ton of amenities like a golf course, fitness center and tennis court!"
Hilton Waikoloa Village,"69-425 Waikoloa Beach Dr, Waikoloa Village, HI 96738, USA",feels_upscale,feels_tropical,has_resort_fees,has_golf_course,has_fitness_center,has_tennis_court,"The Hilton Waikokoloa Village is very popular. It is upscale and feels tropical. It has a golf course, fitness center and tennis courts, but it does had resort fees."
Hilton Waikoloa Village,"69-425 Waikoloa Beach Dr, Waikoloa Village, HI 96738, USA",feels_upscale,feels_tropical,has_resort_fees,has_golf_course,has_fitness_center,has_tennis_court,"An interesting choice would be the Hilton Waikoloa Village. This tropical resort has a golf course, tennis court, and fitness center. These amenities do come with a resort fee which can be discussed with the staff."
Holiday Inn & Suites Chicago-Downtown,"506 W Harrison St, Chicago, IL 60607, USA",feels_modern,has_business_center,feels_upscale,feels_contemporary,has_bar_onsite,is_open_seasonally,"A good option is the Holiday Inn & Suites Chicago-Downtown. This facility is open seasonally, so check the dates beforehand. Be sure to enjoy the upscale modern bar or use the business center during your stay!"
Holiday Inn & Suites Chicago-Downtown,"506 W Harrison St, Chicago, IL 60607, USA",feels_modern,has_business_center,feels_upscale,feels_contemporary,has_bar_onsite,is_open_seasonally,"I highly recommend the Holiday Inn & Suites Chicago-Downtown. It's a very modern and upscale hotels that has a lot of amenities, but it is only open seasonally. I love their state of the art business center and their on-site martini bar!"
Holiday Inn & Suites Chicago-Downtown,"506 W Harrison St, Chicago, IL 60607, USA",feels_modern,has_business_center,feels_upscale,feels_contemporary,has_bar_onsite,is_open_seasonally,"Holiday Inn & Suites Chicago-Downtown might be great for you. This hotel has a modern and upscale feel, with a business center and bar onsite for work and play. The aesthetic is contemporary and its only open seasonally."
Holiday Inn Chicago Mart Plaza River North,"350 West Mart Center Drive, Chicago, IL 60654, USA",feels_contemporary,feels_upscale,has_business_center,feels_modern,has_fitness_center,has_restaurant,"A very good choice is the Holiday Inn Chicago Mart Plaza River North. It is great for business but still has a contemporary upscale feel to it. There is a modern business center, restaurant, and fitness center for your use."
Holiday Inn Chicago Mart Plaza River North,"350 West Mart Center Drive, Chicago, IL 60654, USA",feels_contemporary,feels_upscale,has_business_center,feels_modern,has_fitness_center,has_restaurant,"A good choice is the Holiday Inn in northern Chicago. It has a business center, a fitness center, and a restaurant, and most people have described it as contemporary, modern, and upscale."
Holiday Inn Chicago Mart Plaza River North,"350 West Mart Center Drive, Chicago, IL 60654, USA",feels_contemporary,feels_upscale,has_business_center,feels_modern,has_fitness_center,has_restaurant,"I would recommend the upscale and contemporary Holiday Inn Chicago Mart Plaza River North. The rooms are beautiful and modern. Plus, it has lots of amenities like a business center, fitness center, and a five star restaurant."
Holiday Inn Club Vacations Smoky Mountain Resort,"404 Historic Nature Trail, Gatlinburg, TN 37738, USA",feels_relaxing,feels_casual,feels_cozy,has_childrens_club,has_fitness_center,has_game_room,"We have the Holiday Inn Club vacations smoky mountain resort available, in Gatlinburg Tennessee. It is a very cozy and relaxing hotel so you can feel at home during your stay. They also have a fitness center, a game room, and a children's club for the little ones while you can enjoy a good time out."
Holiday Inn Club Vacations Smoky Mountain Resort,"404 Historic Nature Trail, Gatlinburg, TN 37738, USA",feels_relaxing,feels_casual,feels_cozy,has_childrens_club,has_fitness_center,has_game_room,You can relax at the Holiday Inn Club Vacations Smoky Mountain Resort. It feels casual and cozy. There is a children's club and game room.
Holiday Inn Club Vacations Smoky Mountain Resort,"404 Historic Nature Trail, Gatlinburg, TN 37738, USA",feels_relaxing,feels_casual,feels_cozy,has_childrens_club,has_fitness_center,has_game_room,"The Holiday Inn Club Vacations Smoky Mountain Resort would be perfect. This casual and cosy resort offers a host of amenities for guest. It has a children's club for our younger guests, as well as a fitness room and a game room when you're more interested in relaxing."
Holiday Inn Express New York City Fifth Avenue,"15 West 45th Street, New York, NY 10036, USA",feels_traditional,has_bar_onsite,feels_upscale,has_business_center,has_free_breakfast,has_wi_fi_free,"Well I have good news for you , I found a hotel with the elements that you requested. Its called the Holiday Inn Express, in New York  City on Fifth Avenue. This hotel has a traditional feel to it, very upscale. It includes complementary free breakfast, and also free Wi-Fi. If you like to grab a drink , this one includes a bar within the hotel itself , easy access. The Holiday Inn Express is known for being a business center, which is perfect for you since business is apart of your career basis."
Holiday Inn Express New York City Fifth Avenue,"15 West 45th Street, New York, NY 10036, USA",feels_traditional,has_bar_onsite,feels_upscale,has_business_center,has_free_breakfast,has_wi_fi_free,"A good choice is the Holiday Inn Express New York City Fifth Avenue. This traditional feeling hotel offers free wi-fi, free breakfast, and a business center for guests."
Holiday Inn Express New York City Fifth Avenue,"15 West 45th Street, New York, NY 10036, USA",feels_traditional,has_bar_onsite,feels_upscale,has_business_center,has_free_breakfast,has_wi_fi_free,"There are so many hotel options in New York but the one that may suit you the best is the Holiday Inn Express New Your City Fifth Avenue. It sounds like you need to complete some business while in town and they conveniently have a business center, free wi-fi and a bar on site to meet up with a client. Plus, they offer a free breakfast to start your day.  This hotel is traditional and feels upscale."
Holiday Inn Express Philadelphia-Midtown,"1305 Walnut Street, Philadelphia, PA 19107, USA",has_breakfast_buffet,has_business_center,feels_upscale,feels_modern,has_free_breakfast,has_free_breakfast_buffet,"The Holiday Express Inn in Philadelphia Midtown is a great upscale, modern hotel with a business center. A free breakfast buffet is included with your stay."
Holiday Inn Express Philadelphia-Midtown,"1305 Walnut Street, Philadelphia, PA 19107, USA",has_breakfast_buffet,has_business_center,feels_upscale,feels_modern,has_free_breakfast,has_free_breakfast_buffet,"A great choice for you would be the Holiday Inn Express, Philadelphia-Midtown location. It's great for business travelers because it has a free breakfast buffet as well as a business center. And it's also pretty upscale and modern in feel."
Holiday Inn Express Philadelphia-Midtown,"1305 Walnut Street, Philadelphia, PA 19107, USA",has_breakfast_buffet,has_business_center,feels_upscale,feels_modern,has_free_breakfast,has_free_breakfast_buffet,A great choice would be Holiday Inn Express in midtown Philadelphia. There is a free breakfast consisting of a complimentary buffet. It also has an upscale feel to it and is very modern.
Holiday Inn Hotel and Suites Anaheim,"1240 S Walnut St, Anaheim, CA 92802, United States",has_airport_shuttle,feels_modern,has_fitness_center,has_restaurant,has_free_breakfast,has_swimming_pool_outdoor,The Holiday Inn and Suites in Anaheim is a modern hotel that has an airport shuttle that will take you to the airport. There is a restaurant on site and you can take advantage of the free breakfast in the morning before leaving to catch your flight.
Holiday Inn Hotel and Suites Anaheim,"1240 S Walnut St, Anaheim, CA 92802, United States",has_airport_shuttle,feels_modern,has_fitness_center,has_restaurant,has_free_breakfast,has_swimming_pool_outdoor,"I think this is a great option for you, the Holiday Inn Hotel and Suites Anaheim located at 1240 South Walnut Street in Anaheim. It's a modern location that has an airport shuttle, fitness center, restaurant, and outdoor swimming pool for your enjoyment."
Holiday Inn Hotel and Suites Anaheim,"1240 S Walnut St, Anaheim, CA 92802, United States",has_airport_shuttle,feels_modern,has_fitness_center,has_restaurant,has_free_breakfast,has_swimming_pool_outdoor,The Holiday Inn Hotel and Suites Anaheim is a good hotel if you like breakfast and swimming.  It's a modern place with a pool and a fitness center. There's even an airport shuttle.
Holiday Inn New York City-Wall Street,"51 Nassau Street, New York, NY 10038, USA",feels_modern,has_business_center,has_bar_onsite,feels_contemporary,feels_upscale,has_fitness_room,"A good choice is the Holiday Inn in New York City on Wall Street. It has a business center, a fitness room, and a bar onsite, providing for a contemporary and modern experience."
Holiday Inn New York City-Wall Street,"51 Nassau Street, New York, NY 10038, USA",feels_modern,has_business_center,has_bar_onsite,feels_contemporary,feels_upscale,has_fitness_room,"A really good hotel you might like is the Holiday Inn New York City-Wall Street. It feels very modern, upscale. It has a fitness center, a business center, and an onsite bar."
Holiday Inn New York City-Wall Street,"51 Nassau Street, New York, NY 10038, USA",feels_modern,has_business_center,has_bar_onsite,feels_contemporary,feels_upscale,has_fitness_room,"The Holiday Inn New York City - Wall Street is an upscale modern hotel. It features an onsite bar, business center, and fitness room."
Holiday Inn Port Of Miami-Downtown,"340 Biscayne Boulevard, Miami, FL 33132, USA",feels_contemporary,has_bar_onsite,feels_modern,has_fitness_center,has_restaurant,has_free_breakfast,"A great choice is the Holiday Inn Port of Miami-Downtown. This contemporary hotel offers an onsite bar, restaurant, and a free breakfast for guests. It also boasts a modern fitness center."
Holiday Inn Port Of Miami-Downtown,"340 Biscayne Boulevard, Miami, FL 33132, USA",feels_contemporary,has_bar_onsite,feels_modern,has_fitness_center,has_restaurant,has_free_breakfast,"You might enjoy the Holiday Inn Port Of Miami-Downtown. It is equipped with a resturant, a bar, and a fitness center. And Breakfast is free."
Holiday Inn Port Of Miami-Downtown,"340 Biscayne Boulevard, Miami, FL 33132, USA",feels_contemporary,has_bar_onsite,feels_modern,has_fitness_center,has_restaurant,has_free_breakfast,"I believe the Holiday Inn Port of Miami- Downtown has what you are looking for. It's located at 340 Biscayne Boulevard in Miami and had an onsite bar, fitness center, and restaurant. The hotel feels modern and contemporary and offers free breakfast."
Holiday Inn Resort Orlando-Lake Buena Vista,"13351 Florida 535, Orlando, FL 32821, USA",has_fitness_room,has_onsite_laundry,has_onsite_movie_theater,has_restaurant,has_meeting_rooms,welcomes_families,The Holiday Inn Lake Buena Vista is an excellent choice.  It is a family friendly hotel with an onsite movie theater and a family restaurant on the premises.  There is a fitness room available and washers and dryers so you can do laundry and pack less.
Holiday Inn Resort Orlando-Lake Buena Vista,"13351 Florida 535, Orlando, FL 32821, USA",has_fitness_room,has_onsite_laundry,has_onsite_movie_theater,has_restaurant,has_meeting_rooms,welcomes_families,"A good option for you would be the Holiday Inn Resort Orlando-Lake Buena Vista. It has great entertainment and dining, with an onsite movie theater and restaurant. The hotel has laundry and a fitness room to suit personal needs. It's also a good option if you're bringing family."
Holiday Inn Resort Orlando-Lake Buena Vista,"13351 Florida 535, Orlando, FL 32821, USA",has_fitness_room,has_onsite_laundry,has_onsite_movie_theater,has_restaurant,has_meeting_rooms,welcomes_families,"The Holiday Inn Resort Orlando-Lake Buena Vista welcomes families and has many amenities for everyone. There's a fitness room, meeting rooms, and has laundry facilities as you need them. To entertain, it has a movie theater and a restaurant."
Holiday Inn San Antonio Riverwalk,"217 North St Mary's Street, San Antonio, TX 78205, USA",has_business_center,feels_upscale,feels_luxury,has_bar_onsite,has_fitness_room,has_restaurant,"The Holiday Inn San Antonio Riverwalk is a great upscale luxurious hotel that includes a great fitness room and business center. You can also take some time to relax and enjoy their restaurant or bar, both of which are onsite."
Holiday Inn San Antonio Riverwalk,"217 North St Mary's Street, San Antonio, TX 78205, USA",has_business_center,feels_upscale,feels_luxury,has_bar_onsite,has_fitness_room,has_restaurant,"Holiday Inn San Antonio Riverwalk is a really great option! This hotel is very upscale and luxurious. There are a ton of amenities to take advantage of, including a fitness room, restaurant and onsite bar!"
Holiday Inn San Antonio Riverwalk,"217 North St Mary's Street, San Antonio, TX 78205, USA",has_business_center,feels_upscale,feels_luxury,has_bar_onsite,has_fitness_room,has_restaurant,"A preferable choice would be Holiday Inn on San Antonio Riverwalk. It has a state of the art business center, an onsite bar, and a restaurant. It has a luxurious and upscale feel to it."
Holiday Inn San Francisco-Fishermans Wharf,"1300 Columbus Avenue, San Francisco, CA 94133, USA",feels_modern,has_bar_onsite,feels_contemporary,has_business_center,has_meeting_rooms,has_restaurant,"A very nice choice would be the Holiday Inn San Francisco-Fishermans Wharf. They have modern meeting rooms, a business center, restaurant, and bar. This would be great for business travel."
Holiday Inn San Francisco-Fishermans Wharf,"1300 Columbus Avenue, San Francisco, CA 94133, USA",feels_modern,has_bar_onsite,feels_contemporary,has_business_center,has_meeting_rooms,has_restaurant,"The Holiday Inn San Francisco-Fishermans Wharf has some great stuff going for it.  There's a business center, and meeting rooms, and even a restaurant."
Holiday Inn San Francisco-Fishermans Wharf,"1300 Columbus Avenue, San Francisco, CA 94133, USA",feels_modern,has_bar_onsite,feels_contemporary,has_business_center,has_meeting_rooms,has_restaurant,"One option for your San Francisco visit is the Holiday Inn San Francisco Fishermans Wharf. This hotel has a modern or contemporary feel. If you are needing to complete any business, the hotel has a business center and meeting rooms. In addition, there is a bar and restaurant onsite to meet with clients or just enjoy yourself."
Homewood Suites by Hilton Nashville Vanderbilt,"2400 West End Avenue, Nashville, TN 37203, USA",feels_chic,has_business_center,feels_elegant,feels_upscale,has_free_breakfast,has_fitness_center,"A good choice would be Homewood Suites by Hilton in Nashville. It's chic, elegant, and upscale, with a business center, a fitness center, and free breakfast each morning."
Homewood Suites by Hilton Nashville Vanderbilt,"2400 West End Avenue, Nashville, TN 37203, USA",feels_chic,has_business_center,feels_elegant,feels_upscale,has_free_breakfast,has_fitness_center,Homewood Suites by Hilton Nashville Vanderbilt is a nice hotel.  It has a business center and the breakfast is free. There's even a fitness center.
Homewood Suites by Hilton Nashville Vanderbilt,"2400 West End Avenue, Nashville, TN 37203, USA",feels_chic,has_business_center,feels_elegant,feels_upscale,has_free_breakfast,has_fitness_center,"A great option would be the Homewood Suites by Hilton Nashville Vanderbilt. With its elegant and chic feel, it is perfect for vacation or business! It has an upscale environment with a business center for work, a fitness center so you do not miss a workout, and free breakfast in the mornings."
Homewood Suites by Hilton Orlando-International Drive/Convention Center,"8745 International Drive, Orlando, FL 32819, USA",has_business_center,feels_traditional,feels_upscale,has_onsite_laundry,has_meeting_rooms,has_fitness_room,One great hotel is Homewood Suites by Hilton Orlando. It has an upscale traditional feel with onsite laundry and a fitness room. There is also a great business center with meeting rooms to meet any of your possible needs.
Homewood Suites by Hilton Orlando-International Drive/Convention Center,"8745 International Drive, Orlando, FL 32819, USA",has_business_center,feels_traditional,feels_upscale,has_onsite_laundry,has_meeting_rooms,has_fitness_room,"You might enjoy the Homewood Suites by Hilton Orlando-International Drive/Convention Center. It's an upscale, traditional hotel with a business center, meeting rooms, and an onsite laundry.  It even has a fitness room."
Homewood Suites by Hilton Orlando-International Drive/Convention Center,"8745 International Drive, Orlando, FL 32819, USA",has_business_center,feels_traditional,feels_upscale,has_onsite_laundry,has_meeting_rooms,has_fitness_room,"Homewood Suites is always a great option. It has a business center and meeting rooms if you're going there for work. Plus, it also has very upscale and spacious rooms and even offers onsite laundry."
Hooters Casino Hotel,"115 E Tropicana Ave, Las Vegas, NV 89109, USA",feels_casual,has_casino,feels_upscale,has_bar_onsite,has_resort_fees,has_fitness_center,"Hooters Casino Hotel is a casual, upscale hotel. There is an onsite bar as well as fitness center. The hotel charges resort fees."
Hooters Casino Hotel,"115 E Tropicana Ave, Las Vegas, NV 89109, USA",feels_casual,has_casino,feels_upscale,has_bar_onsite,has_resort_fees,has_fitness_center,"It sounds like you're looking for a fun casual hotel that has a casino in the property.  One you might like that meets those requirements is Hooters Casino Hotel. In addition, it has a fitness center and a bar onsite.  Although the hotel charges a resort fee, these amenities and its upscale quality compensates for these charges."
Hooters Casino Hotel,"115 E Tropicana Ave, Las Vegas, NV 89109, USA",feels_casual,has_casino,feels_upscale,has_bar_onsite,has_resort_fees,has_fitness_center,"The Hooters Casino Hotel isn't for everyone, but it you don't mind the brand  I think you'll enjoy it.  There's an onsite bar and a fitness center, and it's all very casual."
Hotel 1000,"1000 1st Ave, Seattle, WA 98104, United States",feels_upscale,feels_hip,feels_modern,has_spa,has_fitness_center,has_wi_fi_free,"It looks like Hotel 1000 would fit your needs! It's got an upscale, hip feel with a modern touch. You'll also get free wifi and it will fulfill your spa and fitness center needs."
Hotel 1000,"1000 1st Ave, Seattle, WA 98104, United States",feels_upscale,feels_hip,feels_modern,has_spa,has_fitness_center,has_wi_fi_free,One good option is Hotel 1000. It does have an upscale and modern feel to it. There is a fitness center and spa to use on site as well.
Hotel 1000,"1000 1st Ave, Seattle, WA 98104, United States",feels_upscale,feels_hip,feels_modern,has_spa,has_fitness_center,has_wi_fi_free,Hotel 1000 is a great choice. It has a fitness center along with free wi fi. It has a very modern and hip feeling to it due to the fact that it is upscale.
Hotel Contessa,"306 W Market St, San Antonio, TX 78205, USA",feels_elegant,feels_upscale,has_restaurant,has_spa,has_hot_tub,has_wi_fi_free,"The Hotel Contessa is a perfect fit for you. This elegant and upscale hotel offers a host of amenities. There is a luxurious 5-star restaurant located on the ground level. Each room comes equip with a spa bathroom including a hot tub, and free wi-fi and satellite tv."
Hotel Contessa,"306 W Market St, San Antonio, TX 78205, USA",feels_elegant,feels_upscale,has_restaurant,has_spa,has_hot_tub,has_wi_fi_free,Hotel Contessa is an elegant upscale accommodation in San Antonio. You can enjoy a nice dinner in the hotel restaurant or relax in the hot tub.
Hotel Contessa,"306 W Market St, San Antonio, TX 78205, USA",feels_elegant,feels_upscale,has_restaurant,has_spa,has_hot_tub,has_wi_fi_free,A good choice would be the Hotel Contessa. The hotel has an elegant atmosphere that can be seen in the restaurant and spa.
Hotel del Coronado,"1500 Orange Avenue, Coronado, CA 92118, USA",feels_upscale,feels_modern,feels_contemporary,has_bar_onsite,has_spa,has_resort_fees,"The modern contemporary Hotel del Coronado is very upscale. It requires resort fees, but features a great bar onsite as well as a spa to relax at."
Hotel del Coronado,"1500 Orange Avenue, Coronado, CA 92118, USA",feels_upscale,feels_modern,feels_contemporary,has_bar_onsite,has_spa,has_resort_fees,A nice choice for you would be the Hotel del Coronado. It is a modern facility with an upscale feeling to it. There is a spa and bar onsite. There are resort fees that you can speak with the staff about.
Hotel del Coronado,"1500 Orange Avenue, Coronado, CA 92118, USA",feels_upscale,feels_modern,feels_contemporary,has_bar_onsite,has_spa,has_resort_fees,A great upscale modern contemporary hotel in Coronado would be Hotel del Coronado. It does have additional resort fees but has a spa and bar onsite.
Hotel deLuxe,"729 SW 15th Ave, Portland, OR 97205, United States",feels_traditional,has_business_center,feels_chic,feels_modern,has_meeting_rooms,has_restaurant,"Hotel deLuxe might be something that you'd like.  It's a chic, modern hotel with some traditional style. It has a business center and a restaurant."
Hotel deLuxe,"729 SW 15th Ave, Portland, OR 97205, United States",feels_traditional,has_business_center,feels_chic,feels_modern,has_meeting_rooms,has_restaurant,A good option is the Hotel DeLuxe. This chic and modern hotel  has a restaurant for your convenience. Also available to guests are meeting rooms.
Hotel deLuxe,"729 SW 15th Ave, Portland, OR 97205, United States",feels_traditional,has_business_center,feels_chic,feels_modern,has_meeting_rooms,has_restaurant,"Hotel deLuxe located at 729 SW 15th Avenue is the perfect choice for you. This traditional, yet modern hotel, offers a host of amenities to its guest, including a chic 5 star restaurant located on the rooftop. The hotel also has an up-to-date business center and plenty of meeting rooms available."
Hotel Edison,"228 West 47th Street, New York, NY 10036, USA",has_bar_onsite,has_ballroom,feels_no_frills,has_business_center,has_fitness_center,has_onsite_cafe,"Hotel Edison is a really nice, no frills choice! Even better, it offers a ton of amenities, both fun and functional. It has a ballroom, onsite bar, and cafe. If you're traveling for work you can take advantage of their business center and fitness center."
Hotel Edison,"228 West 47th Street, New York, NY 10036, USA",has_bar_onsite,has_ballroom,feels_no_frills,has_business_center,has_fitness_center,has_onsite_cafe,"The Hotel Edison has some nice features, but history and nice views are not among them. It does, however, have an onsite bar and cafe, as well as a business center and a fitness center."
Hotel Edison,"228 West 47th Street, New York, NY 10036, USA",has_bar_onsite,has_ballroom,feels_no_frills,has_business_center,has_fitness_center,has_onsite_cafe,"You might want to give Hotel Edison a chance. It has a bar, a business center, an exercise center, and a cafe.  It's supposedly no-frills, but it even has a ballroom."
Hotel Figueroa,"939 South Figueroa Street, Los Angeles, CA 90015, USA",feels_casual,feels_artsy,has_bar_onsite,feels_relaxing,feels_ornate,has_bar_poolside,"The Hotel Figueroa is a relaxed and artsy venue that greets its visitors with an onsite bar, a casual atmosphere that is still ornate in design and you will be also delighted to find a bar poolside as well!"
Hotel Figueroa,"939 South Figueroa Street, Los Angeles, CA 90015, USA",feels_casual,feels_artsy,has_bar_onsite,feels_relaxing,feels_ornate,has_bar_poolside,"I absolutely love Hotel Figueroa. It is decorated in this great artsy and ornate style. Plus, they have the most relaxing outdoor pool area that even includes a poolside bar!"
Hotel Figueroa,"939 South Figueroa Street, Los Angeles, CA 90015, USA",feels_casual,feels_artsy,has_bar_onsite,feels_relaxing,feels_ornate,has_bar_poolside,"A good choice is Hotel Figueroa in Los Angeles. It's a casual, artsy, and relaxing hotel with an ornate poolside bar onsite."
"Hotel ICON, Autograph Collection","220 Main St, Houston, TX 77002, USA",feels_elegant,feels_chic,has_bar_onsite,has_restaurant,has_fitness_center,has_wi_fi_free,"Hotel ICON, Autograph Collection is elegant and chic. It has an onsite and restaurant. Free wi-fi is available."
"Hotel ICON, Autograph Collection","220 Main St, Houston, TX 77002, USA",feels_elegant,feels_chic,has_bar_onsite,has_restaurant,has_fitness_center,has_wi_fi_free,"The Hotel ICON at 220 Main Street is a favorite of mine. This elegant and chic little hotel offers a quirky onsite bar, a restaurant, fitness center, and free wi-fi!"
"Hotel ICON, Autograph Collection","220 Main St, Houston, TX 77002, USA",feels_elegant,feels_chic,has_bar_onsite,has_restaurant,has_fitness_center,has_wi_fi_free,"I would recommend Hotel ICON, Autograph Collection in Houston. It feels elegant and chic with free wifi, as well as an onsite bar, fitness center, and restaurant."
Hotel Indigo Atlanta Downtown,"230 Peachtree Street Northeast, Atlanta, GA 30303, USA",feels_elegant,feels_upscale,feels_chic,feels_contemporary,has_bar_onsite,feels_modern,Hotel Indigo Atlanta Downtown is a good choice. It's definitely a more upscale and elegant hotel. It has this really chic little on site bar and the rooms are gorgeous and decorated in a very modern style.
Hotel Indigo Atlanta Downtown,"230 Peachtree Street Northeast, Atlanta, GA 30303, USA",feels_elegant,feels_upscale,feels_chic,feels_contemporary,has_bar_onsite,feels_modern,"The Hotel Indigo in downtown Atlanta definitely is elegant but in that youthful modern way, you know what I mean? I like it but it's not just pretty but it's fashionable, chic even. They have a really cool modern looking bar on site too."
Hotel Indigo Atlanta Downtown,"230 Peachtree Street Northeast, Atlanta, GA 30303, USA",feels_elegant,feels_upscale,feels_chic,feels_contemporary,has_bar_onsite,feels_modern,A good choice is Hotel Indigo in downtown Atlanta. It's contemporary and chic with an upscale bar onsite.
Hotel Indigo Brooklyn,"229 Duffield Street, Brooklyn, NY 11201, USA",feels_hip,has_bar_onsite,has_business_center,has_fitness_room,has_restaurant,has_wi_fi_free,There is an on site bar and restaurant at the Hotel Indigo in Brooklyn. Wi-fi is free and a business center is available to accommodate all your business needs.
Hotel Indigo Brooklyn,"229 Duffield Street, Brooklyn, NY 11201, USA",feels_hip,has_bar_onsite,has_business_center,has_fitness_room,has_restaurant,has_wi_fi_free,"Hotel Indigo booklyn is a hip accommodation located in downtown Brooklyn just an easy walk to the Brooklyn Museum, the New York Stock Exchange and Battery Park just to name a few things. The hotel has a nice restaurant and bar onsite, free wife and even a nice fitness room if you don't quite get all the exercise you want during the day."
Hotel Indigo Brooklyn,"229 Duffield Street, Brooklyn, NY 11201, USA",feels_hip,has_bar_onsite,has_business_center,has_fitness_room,has_restaurant,has_wi_fi_free,"I really love Hotel Indigo Brooklyn at 229 Duffield Street. It feels very hip, even for Brooklyn. It offers all kinds of neat amenities like a business center, fitness room, and free wi-fi. It has the best little Italian restaurant and a neat rooftop martini bar too!"
Hotel Indigo New York City - Chelsea,"127 West 28th Street, New York, NY 10001, USA",feels_upscale,has_bar_onsite,feels_hip,feels_buzzy,has_business_center,feels_contemporary,"This upscale contemporary hotel, Hotel Indigo New York City - Chelsea, still maintains a hip and buzzy atmosphere. It features a business center and has a bar onsite."
Hotel Indigo New York City - Chelsea,"127 West 28th Street, New York, NY 10001, USA",feels_upscale,has_bar_onsite,feels_hip,feels_buzzy,has_business_center,feels_contemporary,A possible choice is Hotel Indigo New York City - Chelsea. This hip and upscale hotel has an onsite bar. Also available for the traveling worker is the business center.
Hotel Indigo New York City - Chelsea,"127 West 28th Street, New York, NY 10001, USA",feels_upscale,has_bar_onsite,feels_hip,feels_buzzy,has_business_center,feels_contemporary,"A good choice would be Hotel Indigo New York City - Chelsea. It's hip, contemporary, buzzy, and definitely upscale. There's both a business center and a bar onsite."
Hotel Indigo San Diego-Gaslamp Quarter,"509 9th Ave, San Diego, CA 92101, USA",feels_casual,feels_upscale,feels_contemporary,has_bar_onsite,feels_chic,has_business_center,"Hotel Indigo San Diego-Gaslamp Quarter would be my recommendation. Somehow it feels casual, yet upscale at the same time. It has this chic little bar and even offers a business center."
