Phrase,Intent
Please make the reservation for three people.,INFORM
Please make the reservation for three people.,NEGATE
"Thank you, that's perfect. Do they serve liquor?",AFFIRM
"Thank you, that's perfect. Do they serve liquor?",REQUEST
What is their phone number?,REQUEST
Thank you very much for the help. That is all I need.,THANK_YOU
Thank you very much for the help. That is all I need.,GOODBYE
I need somewhere to take a friend out for dinner. I would prefer if it was To-go,INFORM
I'd like it to be in San Jose,INFORM
Is there anywhere else? I will be drinking so I'd prefer a place that serves alcohol,INFORM
Is there anywhere else? I will be drinking so I'd prefer a place that serves alcohol,REQUEST_ALTS
That's perfect! I need to book a reservation for 5 people on the 7th of March.,INFORM
That's perfect! I need to book a reservation for 5 people on the 7th of March.,SELECT
Book it for four people at 6 pm,INFORM
"No, I actually want it on the 12th of this month at twelve pm.",INFORM
"No, I actually want it on the 12th of this month at twelve pm.",NEGATE
Yes that's great,AFFIRM
"No that's everything, thank you.",THANK_YOU
"No that's everything, thank you.",NEGATE
"I want to go out to eat, looking for Parisian food.",INFORM
In San Francisco.,INFORM
"Yes, that would work. Can you go ahead and make a reservation?",INFORM
"Yes, that would work. Can you go ahead and make a reservation?",SELECT
How about quarter past 11 in the morning.,INFORM
"Try booking again, but at evening 6.",INFORM
"Yes, that's it. Do they serve alcohol?",AFFIRM
"Yes, that's it. Do they serve alcohol?",REQUEST
Thanks for the help.,THANK_YOU
"Nope, that's all thanks.",THANK_YOU
"Nope, that's all thanks.",NEGATE
Hi. I'd like to find a place to eat.,INFORM
I'd like the restaurant to be in Pleasanton. I'm in the mood for some Taiwanese food.,INFORM
That's pretty expensive. I'm looking for a restaurant that's not very costly.,INFORM
That's pretty expensive. I'm looking for a restaurant that's not very costly.,REQUEST_ALTS
I went there once and it sucked. Is there anything else?,REQUEST_ALTS
What's their address?,REQUEST
"All right, I'm willing to try them.",SELECT
12 in the afternoon.,INFORM
"No, it's for one person on the 6th.",INFORM
"No, it's for one person on the 6th.",NEGATE
"Oh, darn. My friends want dinner with me. Can we make it three people at 5:15 pm?",INFORM
"Oh, darn. My friends want dinner with me. Can we make it three people at 5:15 pm?",NEGATE
"Yes, great! What's their phone number? Also, do they play live music?",AFFIRM
"Yes, great! What's their phone number? Also, do they play live music?",REQUEST
"Wow, what a waste. No, that'll be all.",THANK_YOU
"Wow, what a waste. No, that'll be all.",NEGATE
Can you find me a place to eat?,INFORM
I'd love some Izakaya type food.,INFORM
"I'd like something in a moderate price range. How about Gastrobar type food, in St. Helena.",INFORM
Do you have an address for the restaurant?,REQUEST
That would work for me.,SELECT
"Yes, make the reservation.",AFFIRM
Half past 12 in the afternoon would be good.,INFORM
"No, make it for 4 people, at 17:00.",INFORM
"No, make it for 4 people, at 17:00.",NEGATE
"No. I want the reservation on the 12th of March, for 6 people.",INFORM
"No. I want the reservation on the 12th of March, for 6 people.",NEGATE
Yes. That is what I want.,AFFIRM
I'll be out of town for a business conference and am looking for a place to eat while I'm there.,INFORM
I'd like to find a Burger in San Francisco.,INFORM
Do they serve liquor? What's the address?,REQUEST
That works.,AFFIRM
That works.,SELECT
"Yes, make it for Tuesday next week at evening 5.",INFORM
"Yes, make it for Tuesday next week at evening 5.",AFFIRM
Can you find me somewhere to eat in Dublin?,INFORM
"Chinese food and not very costly, please.",INFORM
Do bands play there?,REQUEST
"Yes, on the 7th for four people.",INFORM
"Yes, on the 7th for four people.",AFFIRM
Please reserve the table for 14:00.,INFORM
"Yes, that is perfect.",AFFIRM
Can you make a restaurant reservation for 2 people?,INFORM
Yes. What is the phone number? Can I buy alcohol there?,AFFIRM
Yes. What is the phone number? Can I buy alcohol there?,REQUEST
Can you make a reservation at a restaurant for March 9th?,INFORM
Can you change it to afternoon 1:45?,INFORM
Can you change it to afternoon 1:45?,NEGATE
Yes that isperfect.,AFFIRM
"Thank you, I'm done.",THANK_YOU
"Thank you, I'm done.",GOODBYE
"I am planning to eat in some nice place outside, can you help me to search for one place that suits me?",INFORM
"Ya, I prefer Asian food which I am always dreaming to eat and please search for me in Pleasant Hill.",INFORM
"Let me know the phone number and address of that restaurant, so that I can confirm.",REQUEST
"Yes, that is fine, please make me a reservation on Tuesday next week.",INFORM
"Yes, that is fine, please make me a reservation on Tuesday next week.",SELECT
18:45 will be fine.,INFORM
"yes, confirmed. Please check whether they offer any live music and also get the price details.",AFFIRM
"yes, confirmed. Please check whether they offer any live music and also get the price details.",REQUEST
"No, not necessary. thanks. That's all.",NEGATE
"No, not necessary. thanks. That's all.",GOODBYE
Sushi sounds good right now.,INFORM
"Somewhere affordable, that sells alcohol in SF.",INFORM
Can I call them? Is there live music?,REQUEST
Are there any other restauarnts nearby?,REQUEST_ALTS
Yes I would like to make a reservation.,AFFIRM
Lets eat at five pm.,INFORM
Actually is is for six people.,INFORM
Actually is is for six people.,NEGATE
Yes that's right. What is thier address and phone number?,AFFIRM
Yes that's right. What is thier address and phone number?,REQUEST
Thanks,THANK_YOU
Thanks,GOODBYE
"No, thanks thats all.",THANK_YOU
"No, thanks thats all.",NEGATE
I am looking for affordable priced African food.,INFORM
I am in Oakland.,INFORM
"That is perfect, and I want to make a reservation.",INFORM
"That is perfect, and I want to make a reservation.",SELECT
There will be four of us eating at afternoon 12:30.,INFORM
"Actually, I need the reservation on the 3rd of this month for three people.",INFORM
"Actually, I need the reservation on the 3rd of this month for three people.",NEGATE
"Actually, I want to make the reservation for the 14th of March at evening 5:30.",INFORM
"Actually, I want to make the reservation for the 14th of March at evening 5:30.",NEGATE
That is correct. Do they have alcohol?,AFFIRM
That is correct. Do they have alcohol?,REQUEST
I want it in SFO. Japanese food would be great.,INFORM
"Yes, that works. I want to make a reservation there.",INFORM
"Yes, that works. I want to make a reservation there.",SELECT
Make it half past 12 in the afternoon. I want it on Saturday this week. It is for one person.,INFORM
Yes that works for me. Do they have live music? How pricey is it?,AFFIRM
Yes that works for me. Do they have live music? How pricey is it?,REQUEST
I want Izakaya food in Santa Rosa.,INFORM
Could you suggest another?,REQUEST_ALTS
"Yes, I would like to reserve a table for today.",INFORM
"Yes, I would like to reserve a table for today.",AFFIRM
"Reserve it for 7 o""clock in the evening.",INFORM
"No, it is for 3 people at 1 pm.",INFORM
"No, it is for 3 people at 1 pm.",NEGATE
"No, it is for four people on the 9th.",INFORM
"No, it is for four people on the 9th.",NEGATE
"Thank you, that is all I needed.",THANK_YOU
"Thank you, that is all I needed.",GOODBYE
I'm looking for an Oriental resturant in San Anselmo.,INFORM
Okay that works for me.,SELECT
Yes I would.,AFFIRM
Make the reservation for one in the afternoon.,INFORM
No it is for five people and on the 14th of this month.,INFORM
No it is for five people and on the 14th of this month.,NEGATE
Thats right. Is it affordable? Do they serve liquor?,AFFIRM
Thats right. Is it affordable? Do they serve liquor?,REQUEST
No thats all.,THANK_YOU
No thats all.,NEGATE
I'm literally starving to death right now. Find me a place that serves like fries and maybe a burger.,INFORM
Danville. And hurry up.,INFORM
What else is there.,REQUEST_ALTS
"Yea, gotta love Dana's. Make me a reservation for just one.",INFORM
"Yea, gotta love Dana's. Make me a reservation for just one.",SELECT
Make it for quarter past 12 in the afternoon.,INFORM
"Actually, I think i'll just make something at home for lunch. Make the reservation for 6:30 pm at March 9th.",INFORM
"Actually, I think i'll just make something at home for lunch. Make the reservation for 6:30 pm at March 9th.",NEGATE
"Oops, did I say March 9th earlier? Make it March 8th.",INFORM
"Oops, did I say March 9th earlier? Make it March 8th.",NEGATE
"Yea, that sounds great. Is Dana's expensive?",AFFIRM
"Yea, that sounds great. Is Dana's expensive?",REQUEST
"I'm not even sure where they're located, I might need that info. Also do you know if they have live music?",REQUEST
"Great, thanks a bunch.",THANK_YOU
"No, but thanks I guess.",THANK_YOU
"No, but thanks I guess.",NEGATE
I want something in SFO. Some seafood sounds good.,INFORM
"Yes, I want to make a reservation.",AFFIRM
I'd like a reservation for one person at 17:15.,INFORM
"Yes, that works for me",AFFIRM
I am looking for Indian food in Oakland.,INFORM
That is good for me.,SELECT
"Yes, I'd like a reservation for 17:30.",INFORM
"Yes, I'd like a reservation for 17:30.",AFFIRM
Please change it to half past 7 in the evening.,INFORM
Please change it to half past 7 in the evening.,NEGATE
Make it the 7th of March instead.,INFORM
Make it the 7th of March instead.,NEGATE
"Yes, that is good. Is alcohol served? What is their phone number?",AFFIRM
"Yes, that is good. Is alcohol served? What is their phone number?",REQUEST
That is it. Thank you so much.,THANK_YOU
That is it. Thank you so much.,GOODBYE
I'm searching for Italian food.,INFORM
"Santa Rosa, please.",INFORM
What's their number and is liquor available?,REQUEST
"Great, make a reservation for the 11th of March.",INFORM
"Great, make a reservation for the 11th of March.",SELECT
afternoon 2.,INFORM
Correct.,AFFIRM
"No, I need to rebook. Make it for six pm.",INFORM
"No, that's not right. I need it for the 4th of this month.",INFORM
"No, that's not right. I need it for the 4th of this month.",NEGATE
"Perfect, that works. Where is this located and how much?",AFFIRM
"Perfect, that works. Where is this located and how much?",REQUEST
"Perfect, thanks for your help. That's all.",THANK_YOU
"Perfect, thanks for your help. That's all.",GOODBYE
Let's search places to eat please.,INFORM
Search in Albany for take-out food please.,INFORM
Find out if they have live music. Also how expensive is this restaurant?,REQUEST
"Yeah, that will do just fine.",SELECT
Yes go ahead and make reservations.,AFFIRM
Please make it for seven pm.,INFORM
No wait. This is for 1 person. Also update it to the 13th of March.,INFORM
No wait. This is for 1 person. Also update it to the 13th of March.,NEGATE
"No, Make it for four people on the 10th please.",INFORM
"No, Make it for four people on the 10th please.",NEGATE
Yep. What's the phone number of the restaurant please?,AFFIRM
Yep. What's the phone number of the restaurant please?,REQUEST
Lets try a different time to book the reservation. Try for five in the evening.,INFORM
"Yes, perfect. Go ahead and book it",AFFIRM
Thanks. that will be all.,THANK_YOU
No. thats it!,THANK_YOU
No. thats it!,NEGATE
I'd like to find a place in Sunnyvale for non meat food.,INFORM
Great. I'd like to make a reservation.,INFORM
Great. I'd like to make a reservation.,SELECT
I'd like the reservation at one pm.,INFORM
It's actually for 1 person.,INFORM
It's actually for 1 person.,NEGATE
"Sure, sounds good. Do they have live music?",AFFIRM
"Sure, sounds good. Do they have live music?",REQUEST
I would like to find a place to eat,INFORM
Some Freshwater fish would be good in san francisco,INFORM
"I am looking for a pricey price place, can u recommend something else",INFORM
"I am looking for a pricey price place, can u recommend something else",REQUEST_ALTS
Do they have live music? What is there address,REQUEST
Can i make a reservation for it,INFORM
Can i make a reservation for it,SELECT
Can i make it half past 5 in the evening,INFORM
No can u make it at 19:00,INFORM
No can u make it at 19:00,NEGATE
No can i get it on the 5th of this month for five people,INFORM
No can i get it on the 5th of this month for five people,NEGATE
No,NEGATE
No thank u,THANK_YOU
No thank u,NEGATE
I do not want to step into the kitchen today. Can you recommend somewhere nice to eat out?,INFORM
I am in San Francisco. Burmese found seems appealing to me now.,INFORM
Where is it located? Does it cost a lot?,REQUEST
Is there anything else you might recommend?,REQUEST_ALTS
That would be fine.,AFFIRM
That would be fine.,SELECT
"Yes, I want a reservation.",AFFIRM
7 pm on Thursday next week.,INFORM
I want a reservation for 4 persons.,INFORM
I want a reservation for 4 persons.,NEGATE
That's would be excellent.,AFFIRM
"I almost forgot to ask, but where is the restaurant located?",REQUEST
"No, you have been most helpful already.",THANK_YOU
"No, you have been most helpful already.",NEGATE
"I'd like to go to a place to eat, I love live music, do you have any suggestions?",INFORM
I'd like to go to Oakland.,INFORM
I think a breakfast & brunch place would be perfect.,INFORM
Is it pricy? What's their address?,REQUEST
That sounds great!,SELECT
Yes I'd love one.,AFFIRM
Make it for 12:30 in the afternoon.,INFORM
"Yes, do they serve liquor?",AFFIRM
"Yes, do they serve liquor?",REQUEST
Thank you very much! That's all I need.,THANK_YOU
Thank you very much! That's all I need.,GOODBYE
I want to find a Japanese restaurant.,INFORM
In San Francisco,INFORM
Yes that is awesome.,SELECT
Yes please do.,AFFIRM
12:15 in the afternoon this Saturday for one person.,INFORM
Yes do they sere Alcohol,AFFIRM
Yes do they sere Alcohol,REQUEST
yes that works.,AFFIRM
What is their number? DO they have live music.,REQUEST
Can you tell me a four star restaurant nearby?,INFORM
Malaysian in Burlingame would be great.,INFORM
What is the contact info? Will there be live music?,REQUEST
That'll work just fine,SELECT
"Yes please, make a reservation",AFFIRM
I'd like a table at 11 in the morning on the 9th.,INFORM
Yep that works,AFFIRM
What is the price range and address?,REQUEST
"Thanks, that's perfect",THANK_YOU
"Thanks, that's perfect",GOODBYE
I would like to look for a place where I could eat in Vacaville.,INFORM
I think I am craving for sushi.,INFORM
I prefer a restaurant with a live music and by the way how's the price?,REQUEST
"Okay, I still make it a go. Please make a reservation for me at 13:30.",INFORM
"Okay, I still make it a go. Please make a reservation for me at 13:30.",SELECT
"Confirming all the details are correct. But how about the contact number, do you have it? and one more question, please. Are they serving alcoholic beverages?",AFFIRM
"Confirming all the details are correct. But how about the contact number, do you have it? and one more question, please. Are they serving alcoholic beverages?",REQUEST
"Alright, thank you.",THANK_YOU
"No, thank you!",THANK_YOU
"No, thank you!",NEGATE
I'd like to find somewhere to eat.,INFORM
I want some kind of Southern food in Sausalito.,INFORM
Is there liquor? What is the budget like?,REQUEST
Sounds good. Make a reservation at 13:30 at the restaurant.,INFORM
Sounds good. Make a reservation at 13:30 at the restaurant.,SELECT
"Yes, that sounds fine.",AFFIRM
Please make a reservation at a restaurant for one in the afternoon.,INFORM
"Yes, that sounds good. What is the phone number?",AFFIRM
"Yes, that sounds good. What is the phone number?",REQUEST
"Okay, thank you.",THANK_YOU
I would like to find a restaurant in Oakland.,INFORM
I would like some Pasta.,INFORM
What is another restaurant?,REQUEST_ALTS
"Yes, reservation for two people please.",INFORM
"Yes, reservation for two people please.",SELECT
Make it at 11:45 in the morning.,INFORM
"Yes, that works thank you.",AFFIRM
"Yes, that time works.",AFFIRM
Can I have their phone number?,REQUEST
What is their location?,REQUEST
I'm taking a friend out to dinner. Can you recommend a place to eat nearby?,INFORM
The perfect place would serve Parisian food.,INFORM
I would like to eat in San Francisco.,INFORM
What is the price range there? Can you find their number?,REQUEST
That's perfect! I would like to make a reservation.,INFORM
That's perfect! I would like to make a reservation.,SELECT
We want to eat in the morning 11.,INFORM
Do they have a bar there?,REQUEST
Where is the restaurant located? Is there live music scheduled to play?,REQUEST
I want to take my boss out to eat so I can pitch my proposal to him away from all my other co-workers.,INFORM
I would like it close to the office in SF and I think my boss likes burgers.,INFORM
What is their price range and do they serve alcoholic beverages?,REQUEST
That sounds like a nice place. Please set the reservations for that restaurant at 17:30.,INFORM
That sounds like a nice place. Please set the reservations for that restaurant at 17:30.,SELECT
That's right. Can you give me their phone number in case I have to cancel and do they have live music or any other kind of entertainment?,AFFIRM
That's right. Can you give me their phone number in case I have to cancel and do they have live music or any other kind of entertainment?,REQUEST
Please find me a restaurant at which I can eat.,INFORM
I want to have Taiwanese food in San Fran.,INFORM
Please find other restaurants.,REQUEST_ALTS
Please suggest other restaurants.,REQUEST_ALTS
"Yes, I want to book a table.",AFFIRM
I would like to reserve a table at 14:00.,INFORM
"Yes, please reserve the table.",AFFIRM
Please try reserving again at 11:45.,INFORM
Yes. Please reserve the table.,AFFIRM
Find me a good restaurant.,INFORM
If like to have a light meal in Benicia.,INFORM
What's their location? Do they serve liquor?,REQUEST
That's great. I'd like to reserve a table there.,INFORM
That's great. I'd like to reserve a table there.,SELECT
My plan is to be there by 1:30 in the afternoon.,INFORM
Hold on. Make it 11:30 in the morning and it is for just 1 person.,INFORM
Hold on. Make it 11:30 in the morning and it is for just 1 person.,NEGATE
That's absolutely right.,AFFIRM
I want to find a place to eat.,INFORM
I want to find Asian Fusion in San Francisco.,INFORM
Is liquor served?,REQUEST
Are there any other restaurants?,REQUEST_ALTS
What is the address and phone number?,REQUEST
"Yes, make a reservation, please.",AFFIRM
Make it for 7:30 pm.,INFORM
Try again for a reservation at 18:00.,INFORM
"Yes, sounds great. Do they serve liquor at the restaurant?",AFFIRM
"Yes, sounds great. Do they serve liquor at the restaurant?",REQUEST
No. That will be all.,THANK_YOU
No. That will be all.,NEGATE
What places are there to eat around here?,INFORM
I am craving some Mediterranean food!,INFORM
Preferably in SF.,INFORM
"Perfect, that works for me!",SELECT
11:15 would be ideal.,INFORM
Yeah that will work.,AFFIRM
"Thank you for your help, that is all that I need!",THANK_YOU
"Thank you for your help, that is all that I need!",GOODBYE
I'd like to find a place to eat please.,INFORM
Mexican food sounds good.,INFORM
I will be in San Mateo.,INFORM
Do you know if they have live music?,REQUEST
"Ok, that will be fine.",SELECT
"On the 8th, at 11 in the morning if possible.",INFORM
"Yep, sounds good!",AFFIRM
"Perfect, thank you so much!",THANK_YOU
"Perfect, thank you so much!",GOODBYE
I am looking to eat in SFO,INFORM
I want some Persian food,INFORM
"ok that works, please reserve a seat for two people on March 3rd",INFORM
"ok that works, please reserve a seat for two people on March 3rd",SELECT
Book it 10:45 in the morning,INFORM
Thats correct. do they have liquor? what is their intermediate priced,AFFIRM
Thats correct. do they have liquor? what is their intermediate priced,REQUEST
I want to find a restaurant.,INFORM
Asian Fusion sounds nice.,INFORM
Santa Clara,INFORM
That sounds good. I want to reserve a table.,INFORM
That sounds good. I want to reserve a table.,SELECT
at 18:45 for 2 people/,INFORM
Yes it great.,AFFIRM
Do they have live music and serve Alcoholic drinks?,REQUEST
Thanks that will be all.,THANK_YOU
Thanks that will be all.,GOODBYE
Do you know a place where I can get some food?,INFORM
I'd like to eat some Afghan food in Oakland.,INFORM
Can you give their contact number and address?,REQUEST
"Yes, that will work for me.",SELECT
"Yes, I'd like to make a reservation.",AFFIRM
Reserve me a place for 5:30 in the evening.,INFORM
"Yes, that works for me. Do they play live music? Is the price range lavish?",AFFIRM
"Yes, that works for me. Do they play live music? Is the price range lavish?",REQUEST
"Thank you, that will be all.",THANK_YOU
"Thank you, that will be all.",GOODBYE
I am looking for a place to eat in Oakland.,INFORM
"I would like Jamaican if you can find any place. Also, I want somewhere that has live music.",INFORM
How expensive is their menu?,REQUEST
Please make it at twelve pm.,INFORM
"No, sorry, change of plans. I would like the 3rd of March instead.",INFORM
"No, sorry, change of plans. I would like the 3rd of March instead.",NEGATE
"No, sorry, please make it March 4th instead.",INFORM
"No, sorry, please make it March 4th instead.",NEGATE
"Yes, that works for me. What is their address? Do they serve alcohol?",AFFIRM
"Yes, that works for me. What is their address? Do they serve alcohol?",REQUEST
I want to try booking again. Is there anything available at 7:30 pm?,INFORM
"No, thanks. That's all.",THANK_YOU
"No, thanks. That's all.",NEGATE
I'd like to find a place to eat with Szcheuan food.,INFORM
I would like Santa Rosa.,INFORM
Tell me the address.,REQUEST
That works for me and I'd like to make a reservation at the restaurant.,INFORM
That works for me and I'd like to make a reservation at the restaurant.,SELECT
Make the reservation at 5:30 pm.,INFORM
That will work. Is there live music and liquor?,AFFIRM
That will work. Is there live music and liquor?,REQUEST
Thanks so much. That's all that is needed.,THANK_YOU
Thanks so much. That's all that is needed.,GOODBYE
I am looking for somewhere to eat in Alamo.,INFORM
I want some American food that is moderate priced.,INFORM
"Yes, that sounds good. Can you reserve it for March 8th?",INFORM
"Yes, that sounds good. Can you reserve it for March 8th?",SELECT
Make the reservation at seven pm.,INFORM
"No, make it at one in the afternoon.",INFORM
"No, make it at one in the afternoon.",NEGATE
"No, make it for three people on the 14th of this month.",INFORM
"No, make it for three people on the 14th of this month.",NEGATE
That should work.,AFFIRM
Thank you. That is all the help I needed.,THANK_YOU
Thank you. That is all the help I needed.,GOODBYE
I have a meeting and we plan to get food together. Can you help me to find a place to eat?,INFORM
"We will eat in Alameda, and I am looking forward to eat some tacos.",INFORM
"Perfect, so I want to make a reservation, then.",INFORM
"Perfect, so I want to make a reservation, then.",SELECT
We will go at five pm.,INFORM
"Yes, that's okay.",AFFIRM
"No, I'm good. Thanks.",THANK_YOU
"No, I'm good. Thanks.",NEGATE
Could you help me find a place to eat?,INFORM
Look for something in San Francisco.,INFORM
"I'd definitely like something affordable. Actually, some Shabu-shabu sounds great right now.",INFORM
"Okay, then are there any other restaurants that'll work?",REQUEST_ALTS
Do they have any liquor there?,REQUEST
"Okay, let's keep looking then. Let's look at pricey restaurants now. How about a Barbecue place?",INFORM
"Okay, let's keep looking then. Let's look at pricey restaurants now. How about a Barbecue place?",REQUEST_ALTS
"Alright, let's go with that.",SELECT
"Yes, I would. Set one for a quarter past 5 in the evening.",INFORM
"Yes, I would. Set one for a quarter past 5 in the evening.",AFFIRM
"Actually, no, let's make the reservation for 7 pm.",INFORM
"Actually, no, let's make the reservation for 7 pm.",NEGATE
"Yup, that'll be perfect.",AFFIRM
I am searching for a place to eat.,INFORM
"I want to order food in San Jose, specifically Spicy Indian food which would be perfect.",INFORM
What other restaurants are available?,REQUEST_ALTS
I am looking for a suggestion for a restaurant with moderate pricing.,INFORM
I am looking for a suggestion for a restaurant with moderate pricing.,REQUEST_ALTS
The address is what?,REQUEST
What number can they be reached at?,REQUEST
"That works, I would like to book a reservation.",INFORM
"That works, I would like to book a reservation.",SELECT
"I would like it on March 11th, morning 11.",INFORM
"That is all I needed, thank you very much.",THANK_YOU
"That is all I needed, thank you very much.",GOODBYE
Can you help me to find an affordable place to eat out?,INFORM
I want to go to El Cerrito.,INFORM
I'd like to try some Korean food.,INFORM
Can you tell me the contact number and address?,REQUEST
"Yes please, make it at 12:45.",INFORM
"Yes please, make it at 12:45.",AFFIRM
"Thanks a lot, that's all for now.",THANK_YOU
"Thanks a lot, that's all for now.",GOODBYE
I am meeting a friend later and we plan to get food together. Can you find me a restaurant nearby?,INFORM
Can you find me a restaurant that serves freshwater fish that's close by?,INFORM
"I would like it to be in Half Moon Bay, please.",INFORM
"Does this restaurant happen to serve liquor? If so, what is their address?",REQUEST
"Great, that works perfectly.",SELECT
"Yes I would like to make a reservation for 4 people at 11:00, please.",INFORM
"Yes I would like to make a reservation for 4 people at 11:00, please.",AFFIRM
"Yes, works for me. Can I ask for their contact number as well?",AFFIRM
"Yes, works for me. Can I ask for their contact number as well?",REQUEST
I want to make a reservation at this restaurant for another time. Let's try five pm this time.,INFORM
"Yes, sounds good. All of the details are correct.",AFFIRM
"Thank you very much. That will be all for today, I appreciate it.",THANK_YOU
"Thank you very much. That will be all for today, I appreciate it.",GOODBYE
Can you help me choose a place to eat?,INFORM
I like French cuisine best.,INFORM
I think I want San Fran.,INFORM
"I don't like that place, they have bad reviews, is there somewhere else?",REQUEST_ALTS
How about liquor? Is it reasonably priced?,REQUEST
I think that'll work anyway. Can you reserve a table for me for three?,INFORM
I think that'll work anyway. Can you reserve a table for me for three?,SELECT
How about a nice lunch? Will 12:45 in the afternoon work?,INFORM
That is the exact thing I want.,AFFIRM
How can I reach them?,REQUEST
Can you tell me if there is any live music there? What is their street number?,REQUEST
"Ok, Thanks. That'll do. That'll do.",THANK_YOU
"Ok, Thanks. That'll do. That'll do.",GOODBYE
"I want a restaurant in Mountain View, preferably something low-cost, but with good reviews.",INFORM
I've heard there are some good Ramen places.,INFORM
That sounds pretty good.,SELECT
"Yes, please, for today.",AFFIRM
It should be as close to 6 in the evening as possible.,INFORM
"Yes, that's exactly what I want.",AFFIRM
Could you give me their address?,REQUEST
Great. Thanks so much.,THANK_YOU
"No, I think that was all.",THANK_YOU
"No, I think that was all.",NEGATE
"I feel I need to eat outside in a nice place, can you help me?",INFORM
"Yes, I prefer some Curry variety and it will be on affordable price.",INFORM
"Yes, search it in Oakland, that is convenient for me.",INFORM
any Liquor supply is available there? get me the contact number.,REQUEST
"It's okay, make me a reservation.",INFORM
"It's okay, make me a reservation.",SELECT
Make it at evening 6.,INFORM
"Yes, that is perfect, shall I know the address?",AFFIRM
"Yes, that is perfect, shall I know the address?",REQUEST
"Yes, can you change the time to 7 o""clock in the evening?",INFORM
"Yes, that's fine, Are they offering any live music there?",AFFIRM
"Yes, that's fine, Are they offering any live music there?",REQUEST
"Thanks, that's all",THANK_YOU
"Thanks, that's all",GOODBYE
I'm hungry! Can you find me a restaurant?,INFORM
Szcheuan in South San Francisco would be perfect!,INFORM
"Anything else, budget priced?",INFORM
"Anything else, budget priced?",REQUEST_ALTS
Do you know their contact number and if they serve liquor?,REQUEST
That sounds perfect!,AFFIRM
That sounds perfect!,SELECT
"Yes, if possible.",AFFIRM
Please make it for 11:15.,INFORM
"Yes, that's correct.",AFFIRM
"Yes, that's also fine.",AFFIRM
Thanks so much for everything! That will be all for now.,THANK_YOU
Thanks so much for everything! That will be all for now.,GOODBYE
I would like to eat out.,INFORM
I want a place to eat in Berkeley.,INFORM
I really want some Freshwater fish.,INFORM
Give me their address. Is the menu pricey?,REQUEST
I would like to make a reservation at Akemi.,INFORM
I would like to make a reservation at Akemi.,SELECT
6:30 pm please.,INFORM
I'm hungry. Can you find me a place to eat nearby?,INFORM
Please find me a Izakaya restaurant in Fremont.,INFORM
Can you suggest an afforadable restaurant in SFO?,INFORM
Can you suggest an afforadable restaurant in SFO?,REQUEST_ALTS
Can you suggest anything else?,REQUEST_ALTS
"Do you know if they serve alcoholic drinks and, also, can you give me their address.",REQUEST
Sounds OK. Can you book me a table there for 11:30 am?,INFORM
Sounds OK. Can you book me a table there for 11:30 am?,SELECT
"Yep, that's perfect!",AFFIRM
"Do you know if they have live music? Also, please give me their number.",REQUEST
Thanks for your help!,THANK_YOU
Nope. Thanks a lot!,THANK_YOU
Nope. Thanks a lot!,NEGATE
I would like to fins restaurant that serves Spicy Indian cuisine.,INFORM
Close to Dublin,INFORM
5 pm would be best.,INFORM
Yes is perfect.,AFFIRM
Nor. That will be all.,THANK_YOU
Nor. That will be all.,NEGATE
"I will eat later, please find me a place.",INFORM
"I don't know, some Sushi would be perfect, I guess.",INFORM
I want to eat in Danville.,INFORM
"I'm in the mood for live music, do they have it there?",REQUEST
Can you suggest me any other restaurant?,REQUEST_ALTS
Can you give me more options? I want it in Milpitas now.,INFORM
Can you give me more options? I want it in Milpitas now.,REQUEST_ALTS
"Do they serve liquor there? Tell me their address, please.",REQUEST
"Yep, that is good for me. Please make one reservation for me on 11th of March.",INFORM
"Yep, that is good for me. Please make one reservation for me on 11th of March.",SELECT
1 pm.,INFORM
"Yes, it is. What's their contact number? And how pricey are they?",AFFIRM
"Yes, it is. What's their contact number? And how pricey are they?",REQUEST
Not anymore. Thank you very much.,THANK_YOU
Not anymore. Thank you very much.,NEGATE
I want Pizza and Pasta in Santa Rosa.,INFORM
Any other places?,REQUEST_ALTS
Do they have live music and serve alcohol?,REQUEST
"Yes, for one.",INFORM
"Yes, for one.",AFFIRM
For 7:30 pm.,INFORM
"Try booking it again, for 4 people.",INFORM
"Try booking again, afternoon 12:30.",INFORM
Yes. What's their phone number?,AFFIRM
Yes. What's their phone number?,REQUEST
I want to eat something that is not very costly.,INFORM
Alameda,INFORM
Something like Freshwater fish.,INFORM
"Ok, make a reservation at Pier 29 for today.",INFORM
"Ok, make a reservation at Pier 29 for today.",SELECT
No I want it on the 3rd of this month and for six people.,INFORM
No I want it on the 3rd of this month and for six people.,NEGATE
Yes I confirm and do they serve liquor?,AFFIRM
Yes I confirm and do they serve liquor?,REQUEST
How about live music?,REQUEST
I'm looking for an affordable place to eat.,INFORM
I want to eat in Hercules and I'm in the mood for freshwater fish.,INFORM
That'll work. I'd like a reservation there.,INFORM
That'll work. I'd like a reservation there.,SELECT
I'm gonna say 1:30 PM,INFORM
Actually instead make it 6:30 in the evening.,INFORM
Actually instead make it 6:30 in the evening.,NEGATE
That'll work. Will liquor be available at the restaurant?,AFFIRM
That'll work. Will liquor be available at the restaurant?,REQUEST
Thanks. That'll be all.,THANK_YOU
Thanks. That'll be all.,GOODBYE
Search eateries in San Fran. please,INFORM
I think Korean Barbeque sound wonderful.,INFORM
"Sure, that really sounds great. Let's make reservations for 2 people please.",INFORM
"Sure, that really sounds great. Let's make reservations for 2 people please.",SELECT
"Let's say 1 pm, please.",INFORM
